Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx
11-09-2026,9.70697402954102,960,540.645710623493,1,1,1,1,NaN
11-09-2026,67.1348571777344,960,538.82467116306,1,1,1,1,NaN
11-09-2026,84.6710205078125,960,538.82467116306,2,1,1,1,NaN
11-09-2026,96.1718559265137,960,538.82467116306,2,1,1,1,NaN
11-09-2026,122.745990753174,960,538.82467116306,3,1,1,1,NaN
11-09-2026,136.569976806641,960,538.82467116306,3,1,1,1,NaN
11-09-2026,143.7668800354,960,538.82467116306,3,1,1,1,NaN
11-09-2026,153.162002563477,960,538.82467116306,3,1,1,1,NaN
11-09-2026,154.109001159668,960,538.82467116306,3,1,1,1,NaN
11-09-2026,163.671970367432,960,538.82467116306,3,1,1,1,NaN
11-09-2026,167.832851409912,960,538.82467116306,3,1,1,1,NaN
11-09-2026,177.291870117188,960,538.82467116306,3,1,1,1,NaN
11-09-2026,184.457063674927,960,538.82467116306,3,1,1,1,NaN
11-09-2026,193.809032440186,960,538.82467116306,3,1,1,1,NaN
11-09-2026,201.181888580322,960,538.82467116306,3,1,1,1,NaN
11-09-2026,210.55793762207,960,537.003631702628,3,1,1,1,NaN
11-09-2026,217.732906341553,960,537.003631702628,3,1,1,1,NaN
11-09-2026,227.129936218262,960,537.003631702628,3,1,1,1,NaN
11-09-2026,234.457969665527,960,537.003631702628,3,1,1,1,NaN
11-09-2026,243.988037109375,960,537.003631702628,3,1,1,1,NaN
11-09-2026,251.175880432129,960,537.003631702628,3,1,1,1,NaN
11-09-2026,260.449886322021,960,537.003631702628,3,1,1,1,NaN
11-09-2026,267.86994934082,960,537.003631702628,3,1,1,1,NaN
11-09-2026,277.428865432739,960,537.003631702628,3,1,1,1,NaN
11-09-2026,284.538984298706,960,537.003631702628,3,1,1,1,NaN
11-09-2026,293.849945068359,960,537.003631702628,3,1,1,1,NaN
11-09-2026,301.256895065308,960,537.003631702628,3,1,1,1,NaN
11-09-2026,310.750007629395,960,537.003631702628,3,1,1,1,NaN
11-09-2026,317.949056625366,960,537.003631702628,3,1,1,1,NaN
