Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt,NumCategories,SessionMode
11-09-2026,1,1,ShortGroup,4.70,0.3844,1.6997,2.0841,1,0,Down_270,Down_270,Down_270,1,0,None,1,2,alternate
11-09-2026,1,2,ShortGroup,4.70,0.3843,0.0835,0.4678,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1,2,alternate
11-09-2026,1,3,ShortGroup,5.70,0.2675,0.2502,0.5177,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1,2,alternate
11-09-2026,1,4,ShortGroup,5.10,0.3509,0.1003,0.4512,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1,2,alternate
11-09-2026,1,5,LongGroup,6.10,0.3175,0.3501,0.6676,0,2,Left_180,Up_90,Up_90,1,1,Right_0,1,2,alternate
11-09-2026,1,6,ShortGroup,5.70,0.3341,0.2503,0.5845,0,2,Up_90,Left_180,Left_180,3,0,Left_180,1,2,alternate
11-09-2026,1,7,LongGroup,7.00,0.2175,0.2004,0.4178,1,0,Right_0,Right_0,Right_0,3,0,Up_90,1,2,alternate
11-09-2026,1,8,ShortGroup,4.70,0.3508,0.1667,0.5175,1,0,Up_90,Up_90,Up_90,1,1,Right_0,1,2,alternate
11-09-2026,1,9,ShortGroup,4.00,0.2842,0.0834,0.3676,1,0,Left_180,Left_180,Left_180,1,1,Up_90,1,2,alternate
11-09-2026,1,10,LongGroup,7.80,0.2509,0.2833,0.5342,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1,2,alternate
11-09-2026,1,11,ShortGroup,5.70,0.3342,0.0834,0.4175,1,0,Right_0,Right_0,Right_0,1,1,Up_90,1,2,alternate
11-09-2026,1,12,ShortGroup,5.00,0.2841,1.2167,1.5008,0,2,Down_270,Left_180,Left_180,3,1,Right_0,1,2,alternate
11-09-2026,1,13,ShortGroup,4.00,0.3846,0.0496,0.4342,1,0,Right_0,Right_0,Right_0,1,0,Down_270,1,2,alternate
11-09-2026,1,14,LongGroup,7.80,0.1675,0.4666,0.6341,1,0,Right_0,Right_0,Right_0,3,1,Right_0,1,2,alternate
11-09-2026,1,15,ShortGroup,5.10,0.3508,0.0666,0.4174,0,2,Right_0,Up_90,Up_90,3,1,Right_0,1,2,alternate
11-09-2026,1,16,LongGroup,6.70,0.3341,0.1501,0.4842,1,0,Right_0,Right_0,Right_0,3,0,Right_0,1,2,alternate
11-09-2026,1,17,LongGroup,6.10,0.2342,0.1334,0.3675,1,0,Right_0,Right_0,Right_0,3,1,Right_0,1,2,alternate
11-09-2026,1,18,LongGroup,6.10,0.1342,0.9833,1.1175,1,0,Down_270,Down_270,Down_270,3,1,Right_0,1,2,alternate
11-09-2026,1,19,ShortGroup,4.10,0.3008,0.0667,0.3676,1,0,Left_180,Left_180,Left_180,1,1,Down_270,1,2,alternate
11-09-2026,1,20,LongGroup,6.70,0.3175,0.0169,0.3344,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1,2,alternate
11-09-2026,1,21,LongGroup,7.00,0.3175,0.0505,0.3680,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1,2,alternate
11-09-2026,1,22,ShortGroup,5.00,0.4341,1.3667,1.8009,0,2,Right_0,Up_90,Up_90,3,1,Left_180,1,2,alternate
11-09-2026,1,23,ShortGroup,4.10,0.4008,0.1667,0.5675,1,0,Up_90,Up_90,Up_90,1,0,Right_0,1,2,alternate
11-09-2026,1,24,LongGroup,7.60,0.2009,0.1667,0.3676,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,2,alternate
11-09-2026,1,25,LongGroup,6.00,0.3508,0.2834,0.6342,1,0,Up_90,Up_90,Up_90,3,1,Down_270,1,2,alternate
11-09-2026,1,26,ShortGroup,5.00,0.3008,0.4001,0.7009,0,2,Up_90,Down_270,Down_270,3,1,Up_90,1,2,alternate
11-09-2026,1,27,ShortGroup,5.10,0.1507,0.7501,0.9009,0,2,Right_0,Down_270,Down_270,3,0,Up_90,1,2,alternate
11-09-2026,1,28,LongGroup,7.60,0.1508,0.2667,0.4176,1,0,Right_0,Right_0,Right_0,3,0,Right_0,1,2,alternate
11-09-2026,1,29,LongGroup,7.00,0.1008,0.3667,0.4676,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1,2,alternate
11-09-2026,1,30,LongGroup,7.80,0.2676,0.0499,0.3174,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1,2,alternate
11-09-2026,1,31,ShortGroup,4.10,0.4008,0.0334,0.4343,1,0,Right_0,Right_0,Right_0,1,1,Left_180,1,2,alternate
11-09-2026,1,32,ShortGroup,4.70,0.3008,0.1501,0.4509,0,2,Down_270,Left_180,Left_180,3,1,Right_0,1,2,alternate
11-09-2026,1,33,LongGroup,7.80,0.2342,0.0667,0.3009,1,0,Down_270,Down_270,Down_270,3,0,Down_270,1,2,alternate
11-09-2026,1,34,LongGroup,6.70,0.1842,0.3667,0.5509,1,0,Up_90,Up_90,Up_90,3,1,Down_270,1,2,alternate
11-09-2026,1,35,ShortGroup,4.10,0.3008,0.1501,0.4509,1,0,Down_270,Down_270,Down_270,1,1,Up_90,1,2,alternate
11-09-2026,1,36,LongGroup,6.00,0.2676,0.5333,0.8009,1,0,Down_270,Down_270,Down_270,3,1,Down_270,1,2,alternate
11-09-2026,1,38,ShortGroup,4.00,0.2507,0.1335,0.3842,1,0,Down_270,Down_270,Down_270,1,1,Down_270,1,2,alternate
11-09-2026,1,39,ShortGroup,4.00,0.4508,0.1834,0.6342,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1,2,alternate
11-09-2026,1,40,LongGroup,7.60,0.3009,0.1500,0.4509,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1,2,alternate
