BarLengthIndex,BarSizeVA_deg,StimulusGroup,Direction,CorrectTrials,TotalTrials,PctCorrect_pct,MeanRT_s
1,4.0000,ShortGroup,Right_0,4,4,100.0000,0.3384
1,4.0000,ShortGroup,Up_90,4,4,100.0000,0.3759
1,4.0000,ShortGroup,Left_180,4,4,100.0000,0.2843
1,4.0000,ShortGroup,Down_270,4,4,100.0000,0.2926
2,4.1000,ShortGroup,Right_0,4,4,100.0000,0.3426
2,4.1000,ShortGroup,Up_90,4,4,100.0000,0.4133
2,4.1000,ShortGroup,Left_180,4,4,100.0000,0.2842
2,4.1000,ShortGroup,Down_270,4,4,100.0000,0.2800
3,4.7000,ShortGroup,Right_0,5,5,100.0000,0.4309
3,4.7000,ShortGroup,Up_90,4,5,80.0000,0.4050
3,4.7000,ShortGroup,Left_180,4,6,66.6667,0.2717
3,4.7000,ShortGroup,Down_270,4,6,66.6667,0.3217
4,5.0000,ShortGroup,Right_0,3,7,42.8571,0.3842
4,5.0000,ShortGroup,Up_90,5,12,41.6667,0.3709
4,5.0000,ShortGroup,Left_180,7,13,53.8462,0.2771
4,5.0000,ShortGroup,Down_270,8,12,66.6667,0.3383
5,5.1000,MidGroup,Right_0,7,10,70.0000,0.3889
5,5.1000,MidGroup,Up_90,4,6,66.6667,0.3967
5,5.1000,MidGroup,Left_180,4,6,66.6667,0.3134
5,5.1000,MidGroup,Down_270,4,7,57.1429,0.3218
6,5.7000,MidGroup,Right_0,4,4,100.0000,0.3719
6,5.7000,MidGroup,Up_90,5,5,100.0000,0.3575
6,5.7000,MidGroup,Left_180,4,6,66.6667,0.3008
6,5.7000,MidGroup,Down_270,4,4,100.0000,0.3426
7,6.0000,MidGroup,Right_0,4,4,100.0000,0.3926
7,6.0000,MidGroup,Up_90,4,4,100.0000,0.4051
7,6.0000,MidGroup,Left_180,4,4,100.0000,0.3009
7,6.0000,MidGroup,Down_270,4,4,100.0000,0.3467
8,6.1000,MidGroup,Right_0,5,6,83.3333,0.3876
8,6.1000,MidGroup,Up_90,4,6,66.6667,0.3633
8,6.1000,MidGroup,Left_180,5,5,100.0000,0.3108
8,6.1000,MidGroup,Down_270,4,6,66.6667,0.3509
9,6.7000,LongGroup,Right_0,3,5,60.0000,0.3398
9,6.7000,LongGroup,Up_90,8,8,100.0000,0.3988
9,6.7000,LongGroup,Left_180,5,9,55.5556,0.2842
9,6.7000,LongGroup,Down_270,5,7,71.4286,0.3175
10,7.0000,LongGroup,Right_0,6,6,100.0000,0.3398
10,7.0000,LongGroup,Up_90,3,5,60.0000,0.4288
10,7.0000,LongGroup,Left_180,4,4,100.0000,0.2967
10,7.0000,LongGroup,Down_270,4,4,100.0000,0.3050
11,7.6000,LongGroup,Right_0,4,4,100.0000,0.3453
11,7.6000,LongGroup,Up_90,4,4,100.0000,0.3717
11,7.6000,LongGroup,Left_180,4,4,100.0000,0.2800
11,7.6000,LongGroup,Down_270,4,4,100.0000,0.2760
12,7.8000,LongGroup,Right_0,4,4,100.0000,0.3425
12,7.8000,LongGroup,Up_90,4,4,100.0000,0.4009
12,7.8000,LongGroup,Left_180,4,4,100.0000,0.2843
12,7.8000,LongGroup,Down_270,4,4,100.0000,0.2925
