Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt
25-08-2026,1,1,MidGroup,5.70,0.2511,1.2665,1.5176,1,0,Left_180,Left_180,Left_180,2,0,None,1
25-08-2026,1,2,LongGroup,6.70,0.2678,0.0835,0.3512,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1
25-08-2026,1,3,MidGroup,6.10,0.2675,0.0504,0.3179,1,0,Left_180,Left_180,Left_180,2,1,Left_180,1
25-08-2026,1,4,MidGroup,5.10,0.2509,0.0339,0.2848,0,2,Left_180,Up_90,Up_90,1,1,Left_180,1
25-08-2026,1,5,LongGroup,7.60,0.2508,0.1669,0.4177,1,0,Down_270,Down_270,Down_270,3,0,Left_180,1
25-08-2026,1,6,ShortGroup,4.70,0.4009,0.4833,0.8842,0,2,Up_90,Right_0,Right_0,2,1,Down_270,1
25-08-2026,1,7,LongGroup,7.00,0.2675,0.2167,0.4842,1,0,Down_270,Down_270,Down_270,3,0,Up_90,1
25-08-2026,1,8,LongGroup,7.80,0.2342,0.0834,0.3175,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1
25-08-2026,1,9,MidGroup,6.00,0.3009,0.1167,0.4176,1,0,Down_270,Down_270,Down_270,2,1,Left_180,1
25-08-2026,1,10,MidGroup,6.10,0.3007,0.0839,0.3846,1,0,Down_270,Down_270,Down_270,2,1,Down_270,1
25-08-2026,1,11,ShortGroup,4.10,0.2341,0.3002,0.5343,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1
25-08-2026,1,12,MidGroup,5.10,0.2675,0.0834,0.3509,1,0,Left_180,Left_180,Left_180,2,1,Up_90,1
25-08-2026,1,13,ShortGroup,4.00,0.4008,0.0500,0.4509,1,0,Right_0,Right_0,Right_0,1,1,Left_180,1
25-08-2026,1,14,LongGroup,7.00,0.3341,0.2167,0.5509,1,0,Right_0,Right_0,Right_0,3,1,Right_0,1
25-08-2026,1,15,ShortGroup,4.10,0.3175,0.1499,0.4674,1,0,Right_0,Right_0,Right_0,1,1,Right_0,1
25-08-2026,1,16,MidGroup,5.70,0.3675,0.3001,0.6676,1,0,Up_90,Up_90,Up_90,2,1,Right_0,1
25-08-2026,1,17,ShortGroup,4.70,0.2842,0.0334,0.3176,0,2,Left_180,Down_270,Down_270,2,1,Up_90,1
25-08-2026,1,18,ShortGroup,4.70,0.4175,0.6167,1.0342,0,2,Right_0,Up_90,Up_90,3,0,Left_180,1
25-08-2026,1,19,LongGroup,7.80,0.5008,0.7667,1.2675,0,2,Right_0,Down_270,Down_270,1,0,Right_0,1
25-08-2026,1,20,ShortGroup,4.00,0.2508,0.0834,0.3342,1,0,Left_180,Left_180,Left_180,1,0,Right_0,1
25-08-2026,1,21,ShortGroup,4.70,0.3175,0.1668,0.4843,0,2,Down_270,Left_180,Left_180,2,1,Left_180,1
25-08-2026,1,22,ShortGroup,5.00,0.3842,0.4000,0.7843,0,2,Right_0,Up_90,Up_90,3,0,Down_270,1
25-08-2026,1,23,MidGroup,5.10,0.3341,0.1834,0.5176,1,0,Down_270,Down_270,Down_270,2,0,Right_0,1
25-08-2026,1,24,LongGroup,6.70,0.2508,0.0667,0.3175,1,0,Down_270,Down_270,Down_270,3,1,Down_270,1
25-08-2026,1,25,LongGroup,7.60,0.3342,0.0500,0.3842,1,0,Right_0,Right_0,Right_0,3,1,Down_270,1
25-08-2026,1,26,LongGroup,7.80,0.5008,0.2333,0.7342,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1
25-08-2026,1,27,MidGroup,5.70,0.3342,0.3334,0.6676,1,0,Down_270,Down_270,Down_270,2,1,Up_90,1
25-08-2026,1,28,LongGroup,6.70,0.3508,0.2667,0.6175,1,0,Right_0,Right_0,Right_0,3,1,Down_270,1
25-08-2026,1,29,ShortGroup,4.10,0.2509,0.0834,0.3342,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1
25-08-2026,1,30,MidGroup,6.10,0.4008,0.5834,0.9842,1,0,Up_90,Up_90,Up_90,2,1,Down_270,1
25-08-2026,1,31,ShortGroup,4.00,0.4175,0.4334,0.8509,1,0,Up_90,Up_90,Up_90,1,1,Up_90,1
25-08-2026,1,32,LongGroup,7.60,0.4175,0.1333,0.5509,1,0,Up_90,Up_90,Up_90,3,1,Up_90,1
25-08-2026,1,33,ShortGroup,5.00,0.3675,0.4166,0.7841,0,2,Up_90,Right_0,Right_0,2,1,Up_90,1
25-08-2026,1,34,LongGroup,6.70,0.3674,0.6835,1.0509,0,2,Right_0,Up_90,Up_90,2,0,Up_90,1
25-08-2026,1,35,LongGroup,7.60,0.4175,0.6000,1.0175,0,2,Down_270,Left_180,Left_180,1,0,Right_0,1
25-08-2026,1,36,ShortGroup,4.10,0.2508,0.0835,0.3343,1,0,Left_180,Left_180,Left_180,1,0,Down_270,1
25-08-2026,1,37,LongGroup,7.00,0.4180,0.1495,0.5675,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1
