Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,MoveTime_ms
24-08-2026,2914.92795944214,960,533.361552781762,6,1,1,1,0
24-08-2026,2926.14483833313,960,537.003631702628,6,1,1,1,11.2168788909912
24-08-2026,2934.91196632385,960,538.82467116306,6,1,1,1,19.9840068817139
24-08-2026,2944.67091560364,960,540.645710623493,6,1,1,1,29.742956161499
24-08-2026,2946.87390327454,960,540.645710623493,6,1,1,1,31.9459438323975
24-08-2026,2956.05492591858,960,544.287789544359,6,1,1,1,41.1269664764404
24-08-2026,2963.65690231323,960,547.929868465224,6,1,1,1,48.7289428710938
24-08-2026,2973.21081161499,960,557.05648976104,6,1,1,1,58.2828521728516
24-08-2026,2980.20482063293,960,557.05648976104,6,1,1,1,65.2768611907959
24-08-2026,2989.6719455719,960,578.930387279885,6,1,1,1,74.7439861297607
24-08-2026,2996.94895744324,960,584.414929654836,6,1,1,1,82.0209980010986
24-08-2026,3006.34980201721,960,599.00466933195,6,1,1,1,91.4218425750732
24-08-2026,3013.61894607544,960,613.572985015412,6,1,1,1,98.6909866333008
24-08-2026,3023.04983139038,960,628.162724692526,6,1,1,1,108.121871948242
24-08-2026,3030.16495704651,960,639.110385448775,6,1,1,1,115.23699760437
24-08-2026,3039.66879844666,960,650.058046205023,6,1,1,1,124.740839004517
24-08-2026,3046.82278633118,960,653.700125125889,7,1,1,1,131.894826889038
24-08-2026,3056.156873703,960,664.647785882137,7,1,1,1,141.228914260864
24-08-2026,3064.11695480347,960,668.289864803003,7,1,1,1,149.188995361328
24-08-2026,3073.51779937744,960,673.752983184301,7,1,1,1,158.589839935303
24-08-2026,3082.56196975708,960,679.2161015656,7,1,1,1,167.634010314941
24-08-2026,3091.98880195618,960,682.879604480117,7,1,1,1,177.060842514038
24-08-2026,3096.89497947693,960,686.521683400983,7,1,1,1,181.96702003479
24-08-2026,3106.20284080505,960,686.521683400983,7,1,1,1,191.274881362915
24-08-2026,3115.52786827087,960,686.521683400983,7,1,1,1,200.599908828735
24-08-2026,3125.02789497375,960,686.521683400983,7,1,1,1,210.099935531616
24-08-2026,3130.58590888977,960,686.521683400983,7,1,1,1,215.657949447632
24-08-2026,3139.8618221283,960,686.521683400983,7,1,1,1,224.933862686157
24-08-2026,3147.07684516907,960,684.70064394055,7,1,1,1,232.148885726929
24-08-2026,3156.15797042847,960,673.752983184301,7,1,1,1,241.230010986328
24-08-2026,3163.67793083191,960,673.752983184301,7,1,1,1,248.749971389771
