Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt,NumCategories,SessionMode
17-09-2026,1,1,LongGroup,6.00,0.2176,0.2835,0.5011,1,0,Right_0,Right_0,Right_0,3,0,None,1,2,alternate
17-09-2026,1,2,LongGroup,7.00,0.3345,0.1666,0.5012,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1,2,alternate
17-09-2026,1,3,LongGroup,7.00,0.3342,0.1169,0.4510,1,0,Right_0,Right_0,Right_0,3,1,Up_90,1,2,alternate
17-09-2026,1,4,ShortGroup,4.00,0.2678,0.0838,0.3515,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1,2,alternate
17-09-2026,1,5,LongGroup,6.70,0.3509,0.0510,0.4019,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1,2,alternate
17-09-2026,1,6,LongGroup,6.00,0.3509,2.1667,2.5175,0,2,Right_0,Left_180,Left_180,1,1,Left_180,1,2,alternate
17-09-2026,1,7,ShortGroup,5.00,0.4009,0.1504,0.5512,1,0,Up_90,Up_90,Up_90,1,0,Right_0,1,2,alternate
17-09-2026,1,8,LongGroup,7.00,0.3174,0.1171,0.4345,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,2,alternate
17-09-2026,1,9,ShortGroup,4.10,0.2342,0.0666,0.3008,1,0,Left_180,Left_180,Left_180,1,1,Down_270,1,2,alternate
17-09-2026,1,10,LongGroup,7.80,0.3009,0.0336,0.3345,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1,2,alternate
17-09-2026,1,11,LongGroup,6.00,0.1676,0.5500,0.7176,1,0,Down_270,Down_270,Down_270,3,1,Left_180,1,2,alternate
17-09-2026,1,12,ShortGroup,5.10,0.2841,0.1835,0.4676,0,2,Down_270,Right_0,Right_0,3,1,Down_270,1,2,alternate
17-09-2026,1,13,ShortGroup,4.70,0.2842,0.0337,0.3179,0,2,Left_180,Up_90,Up_90,3,0,Down_270,1,2,alternate
17-09-2026,1,14,ShortGroup,4.00,0.3847,0.0495,0.4342,1,0,Right_0,Right_0,Right_0,1,0,Left_180,1,2,alternate
17-09-2026,1,15,LongGroup,7.60,0.4175,0.2001,0.6176,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1,2,alternate
17-09-2026,1,16,LongGroup,6.10,0.2676,0.1333,0.4009,1,0,Right_0,Right_0,Right_0,3,1,Up_90,1,2,alternate
17-09-2026,1,17,ShortGroup,5.70,0.2676,0.7333,1.0009,0,2,Down_270,Up_90,Up_90,3,1,Right_0,1,2,alternate
17-09-2026,1,18,ShortGroup,5.10,0.3341,0.1335,0.4676,1,0,Up_90,Up_90,Up_90,1,0,Down_270,1,2,alternate
17-09-2026,1,19,ShortGroup,5.00,0.3009,0.1834,0.4843,0,2,Up_90,Left_180,Left_180,3,1,Up_90,1,2,alternate
17-09-2026,1,20,ShortGroup,5.00,0.3509,0.4334,0.7843,1,0,Down_270,Down_270,Down_270,1,0,Up_90,1,2,alternate
