Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx,MoveTime_ms
17-09-2026,2735.03708839417,960,504.182073427534,6,1,1,1,NaN,0
17-09-2026,2743.94512176514,960,507.824152348399,6,1,1,1,NaN,8.90803337097168
17-09-2026,2751.15203857422,960,511.466231269265,6,1,1,1,NaN,16.1149501800537
17-09-2026,2760.12492179871,960,515.10831019013,6,1,1,1,NaN,25.087833404541
17-09-2026,2767.68493652344,960,518.771813104648,6,1,1,1,NaN,32.6478481292725
17-09-2026,2776.9501209259,960,518.771813104648,6,1,1,1,NaN,41.9130325317383
17-09-2026,2784.34991836548,960,522.413892025514,6,1,1,1,NaN,49.3128299713135
17-09-2026,2793.50709915161,960,526.055970946379,6,1,1,1,NaN,58.4700107574463
17-09-2026,2800.90403556824,960,529.698049867244,6,1,1,1,NaN,65.8669471740723
17-09-2026,2809.84997749329,960,533.361552781762,6,1,1,1,NaN,74.8128890991211
17-09-2026,2817.65604019165,960,537.003631702628,6,1,1,1,NaN,82.6189517974854
17-09-2026,2826.85995101929,960,540.645710623493,6,1,1,1,NaN,91.8228626251221
17-09-2026,2834.32793617249,960,544.287789544359,6,1,1,1,NaN,99.2908477783203
17-09-2026,2843.60599517822,960,551.593371379742,6,1,1,1,NaN,108.568906784058
17-09-2026,2851.02891921997,960,555.235450300607,6,1,1,1,NaN,115.991830825806
17-09-2026,2860.07595062256,960,558.877529221473,6,1,1,1,NaN,125.038862228394
17-09-2026,2867.70796775818,960,564.340647602771,6,1,1,1,NaN,132.670879364014
17-09-2026,2876.93810462952,960,569.825189977721,6,1,1,1,NaN,141.901016235352
17-09-2026,2884.40012931824,960,573.467268898587,6,1,1,1,NaN,149.363040924072
17-09-2026,2893.48912239075,960,577.109347819453,6,1,1,1,NaN,158.452033996582
17-09-2026,2901.01313591003,960,577.109347819453,6,1,1,1,NaN,165.976047515869
17-09-2026,2910.11810302734,960,580.751426740318,6,1,1,1,NaN,175.081014633179
17-09-2026,2917.56701469421,972.987701040681,580.751426740318,6,1,1,1,NaN,182.529926300049
17-09-2026,2926.59497261047,979.462508011109,580.751426740318,6,1,1,1,NaN,191.557884216309
17-09-2026,2934.2679977417,1002.16241950743,580.751426740318,6,1,1,1,NaN,199.230909347534
17-09-2026,2943.27902793884,1011.87462996307,582.593890194403,6,1,1,1,NaN,208.241939544678
17-09-2026,2951.02691650391,1031.33713797418,582.593890194403,6,1,1,1,NaN,215.989828109741
17-09-2026,2960.1719379425,1041.04934842982,582.593890194403,6,1,1,1,NaN,225.13484954834
17-09-2026,2967.7140712738,1060.51185644093,582.593890194403,7,1,1,1,NaN,232.676982879639
17-09-2026,2977.03695297241,1066.98666341136,582.593890194403,7,1,1,1,NaN,241.999864578247
17-09-2026,2984.84110832214,1086.44917142247,584.414929654836,7,1,1,1,NaN,249.804019927979
17-09-2026,2994.02499198914,1092.9239783929,584.414929654836,7,1,1,1,NaN,258.987903594971
17-09-2026,3002.06613540649,1112.386486404,584.414929654836,7,1,1,1,NaN,267.029047012329
17-09-2026,3012.56012916565,1128.57350383007,584.414929654836,7,1,1,1,NaN,277.523040771484
17-09-2026,3032.09614753723,1157.74822229682,584.414929654836,7,1,1,1,NaN,297.059059143066
17-09-2026,3041.87703132629,1160.98562578204,584.414929654836,7,1,1,1,NaN,306.839942932129
17-09-2026,3051.70106887817,1167.49851985229,582.593890194403,7,1,1,1,NaN,316.663980484009
17-09-2026,3061.72299385071,1173.97332682272,578.930387279885,7,1,1,1,NaN,326.685905456543
17-09-2026,3068.23992729187,1180.44813379315,577.109347819453,7,1,1,1,NaN,333.202838897705
17-09-2026,3078.10711860657,1186.92294076357,575.28830835902,7,1,1,1,NaN,343.070030212402
17-09-2026,3084.62810516357,1193.43583483383,573.467268898587,7,1,1,1,NaN,349.591016769409
17-09-2026,3094.19012069702,1199.91064180425,571.646229438154,7,1,1,1,NaN,359.153032302856
17-09-2026,3102.3850440979,1206.38544877468,571.646229438154,7,1,1,1,NaN,367.347955703735
17-09-2026,3111.99307441711,1212.86025574511,569.825189977721,7,1,1,1,NaN,376.955986022949
17-09-2026,3118.08609962463,1216.09765923032,569.825189977721,7,1,1,1,NaN,383.049011230469
17-09-2026,3127.3341178894,1222.61055330058,569.825189977721,7,1,1,1,NaN,392.297029495239
17-09-2026,3134.62901115417,1225.84795678579,568.004150517289,7,1,1,1,NaN,399.59192276001
17-09-2026,3144.19603347778,1232.32276375622,568.004150517289,7,1,1,1,NaN,409.158945083618
17-09-2026,3151.29899978638,1235.56016724143,566.183111056856,7,1,1,1,NaN,416.261911392212
17-09-2026,3160.8669757843,1238.79757072665,564.340647602771,7,1,1,1,NaN,425.829887390137
17-09-2026,3167.95802116394,1245.27237769707,562.519608142338,7,1,1,1,NaN,432.920932769775
17-09-2026,3177.41298675537,1248.50978118229,562.519608142338,7,1,1,1,NaN,442.375898361206
