Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx
18-09-2026,7.90810585021973,960,555.235450300607,1,1,1,1,NaN
18-09-2026,56.5359592437744,960,555.235450300607,1,1,1,1,NaN
18-09-2026,66.9920444488525,960,555.235450300607,2,1,1,1,NaN
18-09-2026,76.7970085144043,960,555.235450300607,2,1,1,1,NaN
18-09-2026,86.1968994140625,960,555.235450300607,3,1,1,1,NaN
18-09-2026,95.2861309051514,960,555.235450300607,3,1,1,1,NaN
18-09-2026,101.948976516724,960,555.235450300607,3,1,1,1,NaN
18-09-2026,127.516031265259,960,555.235450300607,3,1,1,1,NaN
18-09-2026,134.41801071167,960,555.235450300607,3,1,1,1,NaN
18-09-2026,143.635988235474,960,555.235450300607,3,1,1,1,NaN
18-09-2026,150.969982147217,960,555.235450300607,3,1,1,1,NaN
18-09-2026,160.011053085327,960,555.235450300607,3,1,1,1,NaN
18-09-2026,167.616128921509,960,555.235450300607,3,1,1,1,NaN
18-09-2026,176.954984664917,960,555.235450300607,3,1,1,1,NaN
18-09-2026,184.262037277222,960,555.235450300607,3,1,1,1,NaN
18-09-2026,193.403959274292,960,555.235450300607,3,1,1,1,NaN
18-09-2026,200.876951217651,960,555.235450300607,3,1,1,1,NaN
18-09-2026,210.163116455078,960,555.235450300607,3,1,1,1,NaN
18-09-2026,217.581033706665,960,555.235450300607,3,1,1,1,NaN
18-09-2026,226.818084716797,960,555.235450300607,3,1,1,1,NaN
18-09-2026,234.232902526855,960,555.235450300607,3,1,1,1,NaN
18-09-2026,243.299007415771,960,555.235450300607,3,1,1,1,NaN
18-09-2026,250.921964645386,960,555.235450300607,3,1,1,1,NaN
18-09-2026,260.098934173584,960,555.235450300607,3,1,1,1,NaN
18-09-2026,267.658948898315,960,555.235450300607,3,1,1,1,NaN
18-09-2026,276.798009872437,960,555.235450300607,3,1,1,1,NaN
18-09-2026,284.289121627808,960,555.235450300607,3,1,1,1,NaN
18-09-2026,293.451070785522,960,555.235450300607,3,1,1,1,NaN
18-09-2026,301.002025604248,960,555.235450300607,3,1,1,1,NaN
18-09-2026,310.328006744385,960,555.235450300607,3,1,1,1,NaN
18-09-2026,317.685127258301,960,555.235450300607,3,1,1,1,NaN
18-09-2026,326.935052871704,960,555.235450300607,3,1,1,1,NaN
18-09-2026,334.382057189941,960,555.235450300607,3,1,1,1,NaN
18-09-2026,343.49799156189,960,555.235450300607,3,1,1,1,NaN
18-09-2026,350.991010665894,960,555.235450300607,3,1,1,1,NaN
18-09-2026,360.295057296753,960,555.235450300607,3,1,1,1,NaN
18-09-2026,367.630004882812,960,555.235450300607,3,1,1,1,NaN
18-09-2026,376.711130142212,960,555.235450300607,3,1,1,1,NaN
18-09-2026,384.222984313965,960,555.235450300607,3,1,1,1,NaN
18-09-2026,393.276929855347,960,555.235450300607,3,1,1,1,NaN
18-09-2026,400.897026062012,960,555.235450300607,3,1,1,1,NaN
18-09-2026,410.159111022949,960,555.235450300607,3,1,1,1,NaN
18-09-2026,417.656898498535,960,555.235450300607,3,1,1,1,NaN
18-09-2026,426.791906356812,960,555.235450300607,3,1,1,1,NaN
18-09-2026,434.263944625854,960,555.235450300607,3,1,1,1,NaN
18-09-2026,443.28498840332,960,555.235450300607,3,1,1,1,NaN
18-09-2026,450.956106185913,960,555.235450300607,3,1,1,1,NaN
18-09-2026,460.108041763306,960,555.235450300607,3,1,1,1,NaN
18-09-2026,467.602968215942,960,555.235450300607,3,1,1,1,NaN
18-09-2026,476.716995239258,960,555.235450300607,3,1,1,1,NaN
18-09-2026,484.457015991211,960,555.235450300607,3,1,1,1,NaN
18-09-2026,493.813037872314,960,555.235450300607,3,1,1,1,NaN
18-09-2026,500.911951065063,960,555.235450300607,3,1,1,1,NaN
18-09-2026,510.072946548462,960,555.235450300607,3,1,1,1,NaN
18-09-2026,517.566919326782,960,555.235450300607,3,1,1,1,NaN
18-09-2026,526.68309211731,960,555.235450300607,3,1,1,1,NaN
18-09-2026,534.174919128418,960,555.235450300607,3,1,1,1,NaN
18-09-2026,543.445110321045,960,555.235450300607,3,1,1,1,NaN
18-09-2026,550.88996887207,960,555.235450300607,3,1,1,1,NaN
18-09-2026,560.174942016602,960,555.235450300607,3,1,1,1,NaN
18-09-2026,567.589044570923,960,555.235450300607,3,1,1,1,NaN
18-09-2026,576.664924621582,960,555.235450300607,3,1,1,1,NaN
18-09-2026,584.243059158325,960,555.235450300607,3,1,1,1,NaN
18-09-2026,593.416929244995,960,555.235450300607,3,1,1,1,NaN
18-09-2026,600.898027420044,960,555.235450300607,3,1,1,1,NaN
18-09-2026,610.084056854248,960,555.235450300607,3,1,1,1,NaN
18-09-2026,617.569923400879,960,555.235450300607,3,1,1,1,NaN
18-09-2026,626.639127731323,960,555.235450300607,3,1,1,1,NaN
18-09-2026,634.244918823242,960,555.235450300607,3,1,1,1,NaN
18-09-2026,643.341064453125,960,555.235450300607,3,1,1,1,NaN
18-09-2026,650.906085968018,960,555.235450300607,3,1,1,1,NaN
18-09-2026,660.13503074646,960,555.235450300607,3,1,1,1,NaN
18-09-2026,667.580127716064,960,555.235450300607,3,1,1,1,NaN
18-09-2026,678.216934204102,960,555.235450300607,3,1,1,1,NaN
18-09-2026,684.348106384277,960,555.235450300607,3,1,1,1,NaN
18-09-2026,693.603038787842,960,555.235450300607,3,1,1,1,NaN
18-09-2026,701.456069946289,960,555.235450300607,4,1,1,1,NaN
18-09-2026,710.498094558716,960,555.235450300607,4,1,1,1,NaN
18-09-2026,717.828035354614,960,555.235450300607,4,1,1,1,NaN
18-09-2026,726.946115493774,960,555.235450300607,4,1,1,1,NaN
18-09-2026,734.514951705933,960,555.235450300607,4,1,1,1,NaN
18-09-2026,743.680000305176,960,555.235450300607,4,1,1,1,NaN
18-09-2026,751.23405456543,960,555.235450300607,4,1,1,1,NaN
18-09-2026,760.359048843384,960,555.235450300607,4,1,1,1,NaN
18-09-2026,767.919063568115,960,555.235450300607,4,1,1,1,NaN
18-09-2026,777.014970779419,960,555.235450300607,4,1,1,1,NaN
18-09-2026,784.594058990479,960,555.235450300607,4,1,1,1,NaN
18-09-2026,793.859958648682,960,555.235450300607,4,1,1,1,NaN
18-09-2026,801.141977310181,960,555.235450300607,4,1,1,1,NaN
18-09-2026,810.395956039429,960,555.235450300607,4,1,1,1,NaN
18-09-2026,817.575931549072,960,555.235450300607,4,1,1,1,NaN
18-09-2026,826.831102371216,960,555.235450300607,4,1,1,1,NaN
18-09-2026,834.233999252319,960,555.235450300607,4,1,1,1,NaN
18-09-2026,843.6119556427,960,555.235450300607,4,1,1,1,NaN
18-09-2026,850.929021835327,960,555.235450300607,4,1,1,1,NaN
18-09-2026,860.493898391724,960,555.235450300607,4,1,1,1,NaN
18-09-2026,867.614984512329,960,555.235450300607,4,1,1,1,NaN
18-09-2026,877.058982849121,960,555.235450300607,4,1,1,1,NaN
18-09-2026,884.112119674683,960,555.235450300607,4,1,1,1,NaN
18-09-2026,893.389940261841,960,555.235450300607,4,1,1,1,NaN
18-09-2026,900.95591545105,960,555.235450300607,4,1,1,1,NaN
18-09-2026,910.490989685059,960,555.235450300607,4,1,1,1,NaN
18-09-2026,917.59204864502,960,555.235450300607,4,1,1,1,NaN
18-09-2026,926.916122436523,960,555.235450300607,4,1,1,1,NaN
18-09-2026,934.261083602905,960,555.235450300607,4,1,1,1,NaN
18-09-2026,943.645000457764,960,555.235450300607,4,1,1,1,NaN
18-09-2026,950.933933258057,960,555.235450300607,4,1,1,1,NaN
18-09-2026,960.326910018921,960,555.235450300607,4,1,1,1,NaN
18-09-2026,967.64612197876,960,555.235450300607,4,1,1,1,NaN
18-09-2026,977.229118347168,960,555.235450300607,4,1,1,1,NaN
18-09-2026,984.259128570557,960,555.235450300607,4,1,1,1,NaN
18-09-2026,993.575096130371,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1000.93007087708,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1010.24699211121,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1017.59004592896,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1027.16994285583,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1034.264087677,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1043.66707801819,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1050.92692375183,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1060.47511100769,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1067.5950050354,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1077.17394828796,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1084.12909507751,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1093.62411499023,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1101.86696052551,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1111.54294013977,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1117.74706840515,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1127.55298614502,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1134.23490524292,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1143.70703697205,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1150.91109275818,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1160.43710708618,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1167.60802268982,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1177.31809616089,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1184.13496017456,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1193.74108314514,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1201.04694366455,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1210.2370262146,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1217.83208847046,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1226.94110870361,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1234.57598686218,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1243.77512931824,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1251.17492675781,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1260.49995422363,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1267.89712905884,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1277.09102630615,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1284.45291519165,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1293.66397857666,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1300.99296569824,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1309.98611450195,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1317.73996353149,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1326.82490348816,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1334.40899848938,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1343.64104270935,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1350.90303421021,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1360.02612113953,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1367.57206916809,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1376.62196159363,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1384.22203063965,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1393.17202568054,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1400.88391304016,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1409.98506546021,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1417.57297515869,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1426.72204971313,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1434.23795700073,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1443.36891174316,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1450.88410377502,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1460.09707450867,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1467.57292747498,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1476.67908668518,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1484.23910140991,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1493.50905418396,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1500.88906288147,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1510.16998291016,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1517.57502555847,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1526.75795555115,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1534.10696983337,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1543.28989982605,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1550.79197883606,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1559.7550868988,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1567.60406494141,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1576.81798934937,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1584.22899246216,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1593.33896636963,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1600.91400146484,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1610.0161075592,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1617.56610870361,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1626.67989730835,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1634.10496711731,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1643.34607124329,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1650.88105201721,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1659.95693206787,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1667.56510734558,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1676.78499221802,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1684.21792984009,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1693.40205192566,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1700.87099075317,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1709.92708206177,960,555.235450300607,4,1,1,1,NaN
18-09-2026,1718.29509735107,960,555.235450300607,5,1,1,1,NaN
18-09-2026,1728.07693481445,960,555.235450300607,5,1,1,1,NaN
18-09-2026,1734.3111038208,960,555.235450300607,5,1,1,1,NaN
18-09-2026,1743.69192123413,960,555.235450300607,5,1,1,1,NaN
18-09-2026,1750.96011161804,960,555.235450300607,5,1,1,1,NaN
18-09-2026,1760.38408279419,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1767.63391494751,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1776.74007415771,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1784.25908088684,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1793.38812828064,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1800.94194412231,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1810.13298034668,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1817.62290000916,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1826.74098014832,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1834.28502082825,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1843.56212615967,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1850.94499588013,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1860.19110679626,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1867.50507354736,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1876.61099433899,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1884.26208496094,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1893.38397979736,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1900.95090866089,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1910.16912460327,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1917.59896278381,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1926.90110206604,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1934.26704406738,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1943.54104995728,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1950.93107223511,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1960.07204055786,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1967.55909919739,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1976.6800403595,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1984.2541217804,960,553.414410840175,5,1,1,1,NaN
18-09-2026,1993.30997467041,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2000.91195106506,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2010.10394096375,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2017.61102676392,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2026.88312530518,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2034.28602218628,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2043.43700408936,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2050.92310905457,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2060.06693840027,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2067.61813163757,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2076.740026474,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2084.24997329712,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2093.33896636963,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2100.84104537964,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2110.1279258728,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2118.33190917969,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2127.71797180176,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2134.43493843079,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2143.5661315918,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2150.92706680298,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2160.04800796509,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2167.65403747559,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2176.87892913818,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2184.28492546082,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2193.44997406006,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2200.94609260559,960,549.772331919309,5,1,1,1,NaN
18-09-2026,2210.22200584412,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2217.57006645203,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2226.68099403381,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2234.26604270935,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2243.55792999268,960,551.593371379742,5,1,1,1,NaN
18-09-2026,2252.64096260071,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2262.67099380493,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2268.48196983337,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2278.41997146606,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2284.63697433472,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2294.15392875671,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2301.17297172546,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2310.64200401306,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2317.7969455719,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2327.16298103333,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2334.19895172119,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2343.05596351624,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2350.97312927246,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2360.08501052856,960,551.593371379742,6,1,1,1,NaN
18-09-2026,2367.74110794067,960,553.414410840175,6,1,1,1,NaN
18-09-2026,2376.8949508667,960,553.414410840175,6,1,1,1,NaN
18-09-2026,2384.33003425598,960,553.414410840175,6,1,1,1,NaN
18-09-2026,2393.52107048035,960,555.235450300607,6,1,1,1,NaN
18-09-2026,2400.96497535706,960,557.05648976104,6,1,1,1,NaN
18-09-2026,2410.22491455078,960,562.519608142338,6,1,1,1,NaN
18-09-2026,2417.65308380127,960,568.004150517289,6,1,1,1,NaN
18-09-2026,2426.75495147705,960,582.593890194403,6,1,1,1,NaN
18-09-2026,2434.33308601379,960,588.057008575701,6,1,1,1,NaN
18-09-2026,2443.6469078064,960,588.057008575701,6,1,1,1,NaN
18-09-2026,2450.99806785583,960,602.646748252815,6,1,1,1,NaN
