Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx,MoveTime_ms
14-09-2026,2168.97702217102,960,526.055970946379,6,1,1,1,NaN,0
14-09-2026,2178.31993103027,960,526.055970946379,6,1,1,1,NaN,9.34290885925293
14-09-2026,2185.05501747131,960,526.055970946379,6,1,1,1,NaN,16.077995300293
14-09-2026,2194.1020488739,960,526.055970946379,6,1,1,1,NaN,25.1250267028809
14-09-2026,2201.58195495605,960,526.055970946379,6,1,1,1,NaN,32.6049327850342
14-09-2026,2210.84809303284,960,526.055970946379,6,1,1,1,NaN,41.8710708618164
14-09-2026,2218.24097633362,960,526.055970946379,6,1,1,1,NaN,49.2639541625977
14-09-2026,2227.36406326294,960,526.055970946379,6,1,1,1,NaN,58.3870410919189
14-09-2026,2234.89904403687,960,526.055970946379,6,1,1,1,NaN,65.9220218658447
14-09-2026,2244.25411224365,960,524.234931485946,6,1,1,1,NaN,75.2770900726318
14-09-2026,2251.59692764282,960,524.234931485946,6,1,1,1,NaN,82.6199054718018
14-09-2026,2260.86807250977,960,520.592852565081,6,1,1,1,NaN,91.8910503387451
14-09-2026,2268.27597618103,960,520.592852565081,6,1,1,1,NaN,99.2989540100098
14-09-2026,2277.47392654419,960,518.771813104648,6,1,1,1,NaN,108.496904373169
14-09-2026,2284.94095802307,960,515.10831019013,6,1,1,1,NaN,115.963935852051
14-09-2026,2294.20614242554,960,513.287270729698,6,1,1,1,NaN,125.229120254517
14-09-2026,2301.65910720825,960,511.466231269265,6,1,1,1,NaN,132.682085037231
14-09-2026,2310.81891059875,960,507.824152348399,6,1,1,1,NaN,141.841888427734
14-09-2026,2318.28808784485,960,507.824152348399,6,1,1,1,NaN,149.311065673828
14-09-2026,2327.52799987793,960,506.003112887967,6,1,1,1,NaN,158.550977706909
14-09-2026,2334.91396903992,960,506.003112887967,6,1,1,1,NaN,165.936946868896
14-09-2026,2344.20299530029,960,506.003112887967,6,1,1,1,NaN,175.225973129272
14-09-2026,2351.59492492676,960,506.003112887967,6,1,1,1,NaN,182.617902755737
14-09-2026,2360.67414283752,960,506.003112887967,6,1,1,1,NaN,191.697120666504
14-09-2026,2368.28207969666,960,506.003112887967,6,1,1,1,NaN,199.305057525635
14-09-2026,2377.59304046631,960,506.003112887967,6,1,1,1,NaN,208.616018295288
14-09-2026,2384.9561214447,960,506.003112887967,6,1,1,1,NaN,215.979099273682
14-09-2026,2394.11306381226,960,506.003112887967,6,1,1,1,NaN,225.136041641235
14-09-2026,2401.60012245178,960,504.182073427534,6,1,1,1,NaN,232.623100280762
14-09-2026,2410.70294380188,960,504.182073427534,6,1,1,1,NaN,241.725921630859
14-09-2026,2418.31207275391,960,504.182073427534,6,1,1,1,NaN,249.335050582886
14-09-2026,2427.3419380188,960,504.182073427534,6,1,1,1,NaN,258.364915847778
14-09-2026,2434.99302864075,960,504.182073427534,6,1,1,1,NaN,266.016006469727
14-09-2026,2444.14401054382,960,500.539994506668,6,1,1,1,NaN,275.166988372803
14-09-2026,2451.65610313416,960,496.876491592151,6,1,1,1,NaN,282.679080963135
14-09-2026,2461.0059261322,960,482.286751915036,6,1,1,1,NaN,292.028903961182
14-09-2026,2468.39308738708,960,465.87597277749,6,1,1,1,NaN,299.416065216064
14-09-2026,2477.61106491089,960,451.307657094027,6,1,1,1,NaN,308.634042739868
14-09-2026,2485.01992225647,960,438.538956877346,7,1,1,1,NaN,316.042900085449
14-09-2026,2494.20309066772,960,423.949217200232,7,1,1,1,NaN,325.226068496704
14-09-2026,2502.25901603699,960,411.180516983551,7,1,1,1,NaN,333.281993865967
14-09-2026,2511.35206222534,960,398.411816766869,7,1,1,1,NaN,342.375040054321
14-09-2026,2518.46814155579,960,383.822077089755,7,1,1,1,NaN,349.491119384766
14-09-2026,2527.60601043701,960,367.411297952208,7,1,1,1,NaN,358.628988265991
14-09-2026,2534.73091125488,960,349.179479354228,7,1,1,1,NaN,365.753889083862
14-09-2026,2544.10791397095,960,320,7,1,1,1,NaN,375.130891799927
14-09-2026,2551.28502845764,960,320,7,1,1,1,NaN,382.308006286621
14-09-2026,2560.56213378906,960,320,7,1,1,1,NaN,391.585111618042
14-09-2026,2567.95501708984,960,320,7,1,1,1,NaN,398.977994918823
14-09-2026,2577.25811004639,960,320,7,1,1,1,NaN,408.281087875366
14-09-2026,2584.6049785614,960,320,7,1,1,1,NaN,415.627956390381
14-09-2026,2593.89209747314,960,320,7,1,1,1,NaN,424.915075302124
14-09-2026,2601.27210617065,960,320,7,1,1,1,NaN,432.295083999634
14-09-2026,2610.39209365845,960,320,7,1,1,1,NaN,441.415071487427
14-09-2026,2617.96808242798,960,320,7,1,1,1,NaN,448.991060256958
14-09-2026,2627.30193138123,960,320,7,1,1,1,NaN,458.324909210205
14-09-2026,2634.61709022522,960,320,7,1,1,1,NaN,465.640068054199
14-09-2026,2643.72992515564,960,320,7,1,1,1,NaN,474.752902984619
14-09-2026,2651.26609802246,960,320,7,1,1,1,NaN,482.28907585144
14-09-2026,2660.63714027405,960,320,7,1,1,1,NaN,491.660118103027
14-09-2026,2667.94013977051,960,320,7,1,1,1,NaN,498.963117599487
14-09-2026,2677.03104019165,960,320,7,1,1,1,NaN,508.05401802063
14-09-2026,2684.62109565735,960,320,7,1,1,1,NaN,515.644073486328
14-09-2026,2693.93301010132,960,320,7,1,1,1,NaN,524.955987930298
14-09-2026,2701.28798484802,960,320,7,1,1,1,NaN,532.310962677002
14-09-2026,2710.67094802856,960,320,7,1,1,1,NaN,541.693925857544
14-09-2026,2717.96202659607,960,320,7,1,1,1,NaN,548.985004425049
14-09-2026,2727.09512710571,960,309.073763237404,7,1,1,1,NaN,558.118104934692
14-09-2026,2734.62200164795,960,307.252723776971,7,1,1,1,NaN,565.644979476929
14-09-2026,2743.84713172913,960,303.589220862453,7,1,1,1,NaN,574.870109558105
14-09-2026,2751.29508972168,960,292.662984099857,7,1,1,1,NaN,582.318067550659
14-09-2026,2760.56313514709,960,292.662984099857,7,1,1,1,NaN,591.586112976074
14-09-2026,2767.96412467957,960,289.020905178991,7,1,1,1,NaN,598.987102508545
14-09-2026,2777.19497680664,960,285.357402264473,7,1,1,1,NaN,608.21795463562
14-09-2026,2784.59906578064,960,274.431165501877,7,1,1,1,NaN,615.622043609619
14-09-2026,2793.89905929565,960,274.431165501877,7,1,1,1,NaN,624.922037124634
14-09-2026,2801.27191543579,960,270.767662587359,7,1,1,1,NaN,632.294893264771
14-09-2026,2810.51802635193,960,259.841425824763,7,1,1,1,NaN,641.541004180908
14-09-2026,2817.93403625488,960,259.841425824763,7,1,1,1,NaN,648.957014083862
14-09-2026,2827.14509963989,960,248.893765068514,7,1,1,1,NaN,658.168077468872
14-09-2026,2834.59806442261,960,247.072725608081,7,1,1,1,NaN,665.621042251587
14-09-2026,2843.74809265137,960,236.125064851833,7,1,1,1,NaN,674.771070480347
14-09-2026,2851.28498077393,960,234.3040253914,7,1,1,1,NaN,682.307958602905
14-09-2026,2860.70799827576,960,219.714285714286,7,1,1,1,NaN,691.730976104736
14-09-2026,2867.94495582581,960,219.714285714286,7,1,1,1,NaN,698.967933654785
14-09-2026,2877.28905677795,960,216.07220679342,7,1,1,1,NaN,708.312034606934
14-09-2026,10269.6650028229,960,516.950773644215,6,1,2,1,NaN,0
14-09-2026,10279.7329425812,960,518.771813104648,6,1,2,1,NaN,10.0679397583008
14-09-2026,10285.4549884796,960,520.592852565081,6,1,2,1,NaN,15.7899856567383
14-09-2026,10295.725107193,960,520.592852565081,6,1,2,1,NaN,26.0601043701172
14-09-2026,10301.8679618835,960,524.234931485946,6,1,2,1,NaN,32.2029590606689
14-09-2026,10311.7089271545,960,526.055970946379,6,1,2,1,NaN,42.043924331665
14-09-2026,10318.8080787659,960,529.698049867244,6,1,2,1,NaN,49.1430759429932
14-09-2026,10328.4471035004,960,529.698049867244,6,1,2,1,NaN,58.7821006774902
14-09-2026,10335.2880477905,960,533.361552781762,6,1,2,1,NaN,65.6230449676514
14-09-2026,10344.8679447174,960,537.003631702628,6,1,2,1,NaN,75.2029418945312
14-09-2026,10351.7470359802,960,538.82467116306,6,1,2,1,NaN,82.0820331573486
14-09-2026,10360.9161376953,960,544.287789544359,6,1,2,1,NaN,91.2511348724365
14-09-2026,10368.4139251709,960,549.772331919309,6,1,2,1,NaN,98.7489223480225
14-09-2026,10377.6779174805,960,562.519608142338,6,1,2,1,NaN,108.012914657593
14-09-2026,10384.8099708557,960,566.183111056856,6,1,2,1,NaN,115.144968032837
14-09-2026,10394.0160274506,960,580.751426740318,6,1,2,1,NaN,124.351024627686
14-09-2026,10401.5431404114,960,586.235969115268,6,1,2,1,NaN,131.878137588501
14-09-2026,10410.8591079712,960,599.00466933195,6,1,2,1,NaN,141.194105148315
14-09-2026,10417.9260730743,960,602.646748252815,6,1,2,1,NaN,148.261070251465
14-09-2026,10427.0100593567,960,608.109866634114,6,1,2,1,NaN,157.345056533813
14-09-2026,10434.6060752869,960,613.572985015412,6,1,2,1,NaN,164.941072463989
14-09-2026,10443.8350200653,960,617.23648792993,6,1,2,1,NaN,174.170017242432
14-09-2026,10451.2259960175,960,619.057527390362,6,1,2,1,NaN,181.56099319458
14-09-2026,10460.1740837097,960,620.878566850795,6,1,2,1,NaN,190.509080886841
14-09-2026,10467.8330421448,960,624.52064577166,6,1,2,1,NaN,198.168039321899
14-09-2026,10477.0801067352,960,626.341685232093,6,1,2,1,NaN,207.415103912354
14-09-2026,10484.4200611115,960,629.983764152959,6,1,2,1,NaN,214.755058288574
14-09-2026,10493.7689304352,960,629.983764152959,6,1,2,1,NaN,224.103927612305
14-09-2026,10500.9989738464,940.575579088717,629.983764152959,6,1,2,1,NaN,231.33397102356
14-09-2026,10510.1120471954,885.463545640431,626.341685232093,6,1,2,1,NaN,240.447044372559
14-09-2026,10517.7960395813,823.876705221717,622.699606311228,7,1,2,1,NaN,248.131036758423
14-09-2026,10527.0669460297,762.289864803003,619.057527390362,7,1,2,1,NaN,257.401943206787
14-09-2026,10535.7570648193,710.41523483993,608.109866634114,7,1,2,1,NaN,266.09206199646
14-09-2026,10544.8200702667,668.252815332499,608.109866634114,7,1,2,1,NaN,275.155067443848
14-09-2026,10552.5119304657,642.353587450789,604.467787713248,7,1,2,1,NaN,282.846927642822
14-09-2026,10562.108039856,622.89107943968,591.699087496567,7,1,2,1,NaN,292.443037033081
14-09-2026,10567.7189826965,619.653675954466,588.057008575701,7,1,2,1,NaN,298.053979873657
14-09-2026,10576.8511295319,613.178868984039,584.414929654836,7,1,2,1,NaN,307.186126708984
14-09-2026,10589.04504776,580.728659932249,558.877529221473,8,1,2,1,NaN,319.380044937134
14-09-2026,10604.4490337372,551.553941465499,546.108829004791,8,1,2,1,NaN,334.784030914307
14-09-2026,10613.8789653778,525.654713583789,531.519089327677,8,1,2,1,NaN,344.213962554932
14-09-2026,10624.7329711914,499.717398602252,518.771813104648,8,1,2,1,NaN,355.06796836853
14-09-2026,10633.4979534149,493.204504531999,515.10831019013,8,1,2,1,NaN,363.832950592041
14-09-2026,10643.1131362915,467.305276650288,502.361033967101,8,1,2,1,NaN,373.448133468628
14-09-2026,10654.6289920807,431.617664113285,484.129215369121,8,1,2,1,NaN,384.963989257812
14-09-2026,10664.3979549408,425.142857142857,480.465712454604,8,1,2,1,NaN,394.73295211792
14-09-2026,10669.4660186768,402.442945646535,476.823633533738,8,1,2,1,NaN,399.801015853882
14-09-2026,10679.2500019073,383.018524735252,465.87597277749,8,1,2,1,NaN,409.584999084473
14-09-2026,10685.4140758514,376.505630664998,464.054933317057,8,1,2,1,NaN,415.749073028564
14-09-2026,10695.2860355377,370.030823694571,460.412854396191,8,1,2,1,NaN,425.621032714844
14-09-2026,10702.1100521088,347.330912198248,456.770775475326,8,1,2,1,NaN,432.445049285889
14-09-2026,10711.9519710541,347.330912198248,453.12869655446,8,1,2,1,NaN,442.286968231201
14-09-2026,10718.4960842133,340.856105227821,449.465193639943,8,1,2,1,NaN,448.831081390381
14-09-2026,10728.3279895782,340.856105227821,447.64415417951,8,1,2,1,NaN,458.662986755371
14-09-2026,10735.1150512695,334.381298257393,445.823114719077,8,1,2,1,NaN,465.450048446655
14-09-2026,10744.7979450226,334.381298257393,445.823114719077,8,1,2,1,NaN,475.132942199707
