Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt,NumCategories,SessionMode
14-09-2026,1,1,ShortGroup,5.70,0.3013,0.3829,0.6842,0,2,Up_90,Right_0,Right_0,3,0,None,1,2,alternate
14-09-2026,1,2,LongGroup,6.00,0.2344,0.0499,0.2843,1,0,Left_180,Left_180,Left_180,3,0,Up_90,1,2,alternate
14-09-2026,1,3,LongGroup,7.80,0.2509,0.1500,0.4009,1,0,Down_270,Down_270,Down_270,3,1,Left_180,1,2,alternate
14-09-2026,1,4,ShortGroup,4.10,0.4175,0.2334,0.6509,1,0,Down_270,Down_270,Down_270,1,1,Down_270,1,2,alternate
14-09-2026,1,5,ShortGroup,4.00,0.6008,0.1833,0.7841,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1,2,alternate
14-09-2026,1,6,ShortGroup,4.10,0.4175,0.3167,0.7342,1,0,Up_90,Up_90,Up_90,1,1,Right_0,1,2,alternate
14-09-2026,1,7,ShortGroup,5.10,0.4008,0.1668,0.5676,1,0,Right_0,Right_0,Right_0,1,1,Up_90,1,2,alternate
14-09-2026,1,8,LongGroup,6.10,0.2841,0.4666,0.7507,0,2,Down_270,Up_90,Up_90,1,1,Right_0,1,2,alternate
14-09-2026,1,9,LongGroup,6.00,0.4842,1.1833,1.6675,0,2,Right_0,Up_90,Up_90,1,0,Down_270,1,2,alternate
14-09-2026,1,10,LongGroup,6.00,0.4508,0.6667,1.1175,1,0,Right_0,Right_0,Right_0,3,0,Right_0,1,2,alternate
14-09-2026,1,11,LongGroup,6.70,0.3842,0.1334,0.5175,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1,2,alternate
14-09-2026,1,12,LongGroup,7.00,0.2842,0.0166,0.3008,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1,2,alternate
14-09-2026,1,13,LongGroup,6.10,0.2842,0.7667,1.0508,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1,2,alternate
14-09-2026,1,14,ShortGroup,4.70,0.4175,0.3834,0.8009,1,0,Up_90,Up_90,Up_90,1,1,Left_180,1,2,alternate
14-09-2026,1,15,LongGroup,6.70,0.2675,0.0166,0.2841,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1,2,alternate
14-09-2026,1,16,LongGroup,7.60,0.3508,0.0667,0.4175,1,0,Right_0,Right_0,Right_0,3,1,Left_180,1,2,alternate
14-09-2026,1,17,LongGroup,7.60,0.2675,0.1333,0.4008,1,0,Left_180,Left_180,Left_180,3,1,Right_0,1,2,alternate
14-09-2026,1,18,ShortGroup,4.00,0.4007,0.2835,0.6842,1,0,Up_90,Up_90,Up_90,1,1,Left_180,1,2,alternate
14-09-2026,1,19,LongGroup,7.00,0.3341,0.1666,0.5007,1,0,Up_90,Up_90,Up_90,3,1,Up_90,1,2,alternate
14-09-2026,1,20,LongGroup,7.80,0.3841,0.0502,0.4342,1,0,Right_0,Right_0,Right_0,3,1,Up_90,1,2,alternate
14-09-2026,1,21,ShortGroup,4.70,0.4508,0.8167,1.2675,0,2,Up_90,Down_270,Down_270,3,1,Right_0,1,2,alternate
14-09-2026,1,23,LongGroup,7.60,0.2842,0.2000,0.4842,1,0,Down_270,Down_270,Down_270,3,0,Up_90,1,2,alternate
14-09-2026,1,24,ShortGroup,5.10,0.3342,0.4500,0.7842,0,2,Down_270,Left_180,Left_180,3,1,Down_270,1,2,alternate
14-09-2026,1,25,LongGroup,7.60,0.3675,0.1000,0.4676,1,0,Up_90,Up_90,Up_90,3,0,Down_270,1,2,alternate
14-09-2026,1,26,LongGroup,6.00,0.2174,0.1668,0.3842,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,2,alternate
14-09-2026,1,27,ShortGroup,5.70,0.3509,0.5165,0.8674,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1,2,alternate
14-09-2026,1,28,ShortGroup,5.10,0.3509,0.3167,0.6676,1,0,Up_90,Up_90,Up_90,1,1,Up_90,1,2,alternate
