Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt
22-08-2026,1,1,ShortGroup,4.00,0.2677,0.0669,0.3346,1,0,Left_180,Left_180,Left_180,1,0,None,1
22-08-2026,1,2,ShortGroup,5.00,0.2842,0.3671,0.6512,0,2,Left_180,Right_0,Right_0,3,1,Left_180,1
22-08-2026,1,3,LongGroup,7.60,0.4011,1.0331,1.4342,1,0,Down_270,Down_270,Down_270,3,0,Left_180,1
22-08-2026,1,4,MidGroup,5.70,0.2508,0.1168,0.3676,1,0,Left_180,Left_180,Left_180,2,1,Down_270,1
22-08-2026,1,5,ShortGroup,4.70,0.2843,0.3166,0.6009,0,2,Left_180,Up_90,Up_90,2,1,Left_180,1
22-08-2026,1,6,LongGroup,7.00,0.2675,0.1001,0.3676,1,0,Down_270,Down_270,Down_270,3,0,Left_180,1
22-08-2026,1,7,LongGroup,6.70,0.2511,0.6498,0.9009,0,2,Right_0,Up_90,Up_90,2,1,Down_270,1
22-08-2026,1,8,ShortGroup,4.70,0.2843,0.8835,1.1678,0,2,Down_270,Left_180,Left_180,2,0,Right_0,1
22-08-2026,1,9,ShortGroup,4.10,0.2510,0.2999,0.5509,1,0,Right_0,Right_0,Right_0,1,0,Down_270,1
22-08-2026,1,10,ShortGroup,5.00,0.4178,0.2165,0.6343,0,2,Up_90,Left_180,Left_180,2,1,Right_0,1
22-08-2026,1,12,MidGroup,5.70,0.4510,0.2497,0.7007,0,2,Up_90,Down_270,Down_270,3,0,Up_90,1
22-08-2026,1,13,MidGroup,5.70,0.4508,0.8666,1.3174,0,2,Right_0,Up_90,Up_90,3,0,Up_90,1
22-08-2026,1,14,ShortGroup,5.00,0.5508,1.9667,2.5175,0,2,Right_0,Down_270,Down_270,2,0,Right_0,1
22-08-2026,1,15,MidGroup,6.10,0.4842,2.2667,2.7508,1,0,Left_180,Left_180,Left_180,2,0,Right_0,1
22-08-2026,1,16,MidGroup,6.00,0.3175,0.2167,0.5343,1,0,Down_270,Down_270,Down_270,2,1,Left_180,1
22-08-2026,1,17,MidGroup,6.10,0.2508,0.4667,0.7176,1,0,Right_0,Right_0,Right_0,2,1,Down_270,1
22-08-2026,1,18,MidGroup,6.00,0.4010,0.1499,0.5509,0,2,Right_0,Left_180,Left_180,3,1,Right_0,1
22-08-2026,1,19,ShortGroup,4.00,0.2675,0.0667,0.3342,1,0,Down_270,Down_270,Down_270,1,0,Right_0,1
22-08-2026,1,20,ShortGroup,4.70,0.3175,2.4833,2.8008,0,2,Right_0,Down_270,Down_270,2,1,Down_270,1
22-08-2026,1,21,ShortGroup,5.00,0.3176,0.2832,0.6009,0,2,Down_270,Up_90,Up_90,2,0,Right_0,1
22-08-2026,1,22,ShortGroup,4.10,0.4842,0.0834,0.5676,1,0,Left_180,Left_180,Left_180,1,0,Down_270,1
22-08-2026,1,23,LongGroup,7.60,0.2344,0.4498,0.6842,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1
22-08-2026,1,24,LongGroup,6.70,0.2842,0.5167,0.8009,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1
22-08-2026,1,25,ShortGroup,4.70,0.4508,1.4500,1.9008,0,2,Down_270,Right_0,Right_0,2,1,Left_180,1
22-08-2026,1,26,LongGroup,6.70,0.3008,0.1332,0.4341,1,0,Down_270,Down_270,Down_270,3,0,Down_270,1
22-08-2026,1,27,MidGroup,6.10,0.2341,0.1334,0.3675,1,0,Down_270,Down_270,Down_270,2,1,Down_270,1
22-08-2026,1,28,ShortGroup,4.00,0.2842,0.2001,0.4842,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1
22-08-2026,1,29,LongGroup,7.00,0.2842,0.1833,0.4675,1,0,Right_0,Right_0,Right_0,3,1,Right_0,1
22-08-2026,1,30,ShortGroup,4.00,0.2509,0.6500,0.9009,1,0,Up_90,Up_90,Up_90,1,1,Right_0,1
