Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt
21-08-2026,1,1,ShortGroup,5.00,0.7510,2.2498,3.0008,0,2,Down_270,Right_0,Right_0,2,0,None,1
21-08-2026,1,2,MidGroup,5.70,0.3177,0.4665,0.7842,0,2,Left_180,Up_90,Up_90,3,0,Down_270,1
21-08-2026,1,3,MidGroup,5.70,0.3842,1.5167,1.9009,0,2,Right_0,Left_180,Left_180,3,0,Left_180,1
21-08-2026,1,4,MidGroup,5.10,0.4674,0.5836,1.0510,1,0,Left_180,Left_180,Left_180,2,0,Right_0,1
21-08-2026,1,5,ShortGroup,4.70,0.2841,0.0340,0.3182,1,0,Left_180,Left_180,Left_180,1,1,Left_180,1
21-08-2026,1,6,LongGroup,7.60,0.2509,0.1003,0.3512,1,0,Down_270,Down_270,Down_270,3,1,Left_180,1
21-08-2026,1,7,MidGroup,6.10,0.3177,0.0999,0.4176,1,0,Left_180,Left_180,Left_180,2,1,Down_270,1
21-08-2026,1,8,ShortGroup,4.70,0.3011,0.1498,0.4509,0,2,Left_180,Up_90,Up_90,2,1,Left_180,1
21-08-2026,1,9,LongGroup,7.80,0.3509,0.2835,0.6344,1,0,Up_90,Up_90,Up_90,3,0,Left_180,1
21-08-2026,1,10,MidGroup,6.00,0.3342,0.1502,0.4844,1,0,Up_90,Up_90,Up_90,2,1,Up_90,1
21-08-2026,1,11,ShortGroup,4.10,0.2511,0.0837,0.3347,1,0,Down_270,Down_270,Down_270,1,1,Up_90,1
21-08-2026,1,12,LongGroup,6.70,0.3842,0.4334,0.8175,0,2,Left_180,Right_0,Right_0,2,1,Down_270,1
21-08-2026,1,13,LongGroup,7.00,0.4176,0.3998,0.8174,1,0,Up_90,Up_90,Up_90,3,0,Left_180,1
21-08-2026,1,14,ShortGroup,4.70,0.2842,0.1334,0.4176,0,2,Down_270,Right_0,Right_0,2,1,Up_90,1
21-08-2026,1,15,MidGroup,6.10,0.3844,0.2501,0.6345,0,2,Left_180,Up_90,Up_90,3,0,Down_270,1
21-08-2026,1,16,LongGroup,6.70,0.5342,1.3500,1.8842,0,2,Right_0,Left_180,Left_180,2,0,Left_180,1
21-08-2026,1,17,MidGroup,6.00,0.3175,0.1000,0.4176,1,0,Left_180,Left_180,Left_180,2,0,Right_0,1
21-08-2026,1,18,ShortGroup,4.00,0.3344,0.1165,0.4509,1,0,Up_90,Up_90,Up_90,1,1,Left_180,1
21-08-2026,1,19,ShortGroup,5.00,0.3675,0.4500,0.8176,0,2,Up_90,Down_270,Down_270,2,1,Up_90,1
21-08-2026,1,20,LongGroup,7.60,0.3008,0.0672,0.3680,1,0,Right_0,Right_0,Right_0,3,0,Up_90,1
21-08-2026,1,21,MidGroup,6.10,0.3177,0.1000,0.4178,1,0,Right_0,Right_0,Right_0,2,1,Right_0,1
21-08-2026,1,22,MidGroup,5.10,0.3509,1.0000,1.3509,1,0,Down_270,Down_270,Down_270,2,1,Right_0,1
21-08-2026,1,23,MidGroup,6.00,0.2677,0.0665,0.3342,1,0,Down_270,Down_270,Down_270,2,1,Down_270,1
21-08-2026,1,24,MidGroup,5.10,0.3675,0.1667,0.5343,1,0,Right_0,Right_0,Right_0,2,1,Down_270,1
21-08-2026,1,25,ShortGroup,4.00,0.2675,0.3167,0.5843,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1
21-08-2026,1,26,LongGroup,7.00,0.2677,0.1167,0.3844,1,0,Down_270,Down_270,Down_270,3,1,Down_270,1
21-08-2026,1,27,ShortGroup,4.10,0.5675,0.1501,0.7176,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1
21-08-2026,1,28,LongGroup,7.00,0.2677,0.2998,0.5676,1,0,Left_180,Left_180,Left_180,3,1,Up_90,1
21-08-2026,1,29,LongGroup,7.60,0.2842,0.0337,0.3179,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1
21-08-2026,1,30,ShortGroup,5.00,0.3349,1.1827,1.5176,0,2,Right_0,Left_180,Left_180,2,1,Left_180,1
21-08-2026,1,31,MidGroup,6.10,0.4175,1.7833,2.2008,0,2,Up_90,Down_270,Down_270,3,0,Right_0,1
21-08-2026,1,32,ShortGroup,4.00,0.3508,0.0833,0.4341,1,0,Right_0,Right_0,Right_0,1,0,Up_90,1
21-08-2026,1,33,MidGroup,5.70,0.3009,0.5000,0.8009,1,0,Down_270,Down_270,Down_270,2,1,Right_0,1
21-08-2026,1,34,LongGroup,7.00,0.3342,0.1167,0.4509,1,0,Right_0,Right_0,Right_0,3,1,Down_270,1
21-08-2026,1,35,MidGroup,5.70,0.2842,0.5667,0.8509,1,0,Right_0,Right_0,Right_0,2,1,Right_0,1
21-08-2026,1,36,LongGroup,7.80,0.3508,0.0668,0.4176,1,0,Right_0,Right_0,Right_0,3,1,Right_0,1
21-08-2026,1,37,LongGroup,7.80,0.2842,0.3000,0.5843,1,0,Down_270,Down_270,Down_270,3,1,Right_0,1
21-08-2026,1,38,ShortGroup,5.00,0.3842,1.8500,2.2342,0,2,Down_270,Up_90,Up_90,2,1,Down_270,1
21-08-2026,1,39,ShortGroup,4.10,0.3842,0.0834,0.4676,1,0,Right_0,Right_0,Right_0,1,0,Down_270,1
21-08-2026,1,40,LongGroup,6.70,0.2009,0.4834,0.6843,1,0,Up_90,Up_90,Up_90,3,1,Right_0,1
21-08-2026,1,41,MidGroup,6.00,0.3675,0.5167,0.8842,1,0,Right_0,Right_0,Right_0,2,1,Up_90,1
