Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx,MoveTime_ms
15-09-2026,2368.73602867126,960,540.645710623493,6,1,1,1,NaN,0
15-09-2026,2377.86602973938,960,540.645710623493,6,1,1,1,NaN,9.13000106811523
15-09-2026,2384.98997688293,960,540.645710623493,6,1,1,1,NaN,16.2539482116699
15-09-2026,2394.03510093689,960,538.82467116306,6,1,1,1,NaN,25.299072265625
15-09-2026,2401.7059803009,960,537.003631702628,6,1,1,1,NaN,32.9699516296387
15-09-2026,2410.98499298096,960,533.361552781762,6,1,1,1,NaN,42.2489643096924
15-09-2026,2418.35713386536,960,533.361552781762,6,1,1,1,NaN,49.6211051940918
15-09-2026,2427.44898796082,960,531.519089327677,6,1,1,1,NaN,58.7129592895508
15-09-2026,2435.01806259155,960,531.519089327677,6,1,1,1,NaN,66.2820339202881
15-09-2026,2444.00405883789,960,531.519089327677,6,1,1,1,NaN,75.268030166626
15-09-2026,2451.73501968384,960,531.519089327677,6,1,1,1,NaN,82.9989910125732
15-09-2026,2460.83211898804,960,531.519089327677,6,1,1,1,NaN,92.0960903167725
15-09-2026,2468.41502189636,960,531.519089327677,6,1,1,1,NaN,99.6789932250977
15-09-2026,2477.56195068359,960,531.519089327677,6,1,1,1,NaN,108.825922012329
15-09-2026,2484.89904403687,960,531.519089327677,6,1,1,1,NaN,116.163015365601
15-09-2026,2494.24910545349,960,531.519089327677,6,1,1,1,NaN,125.513076782227
15-09-2026,2501.72710418701,960,531.519089327677,6,1,1,1,NaN,132.991075515747
15-09-2026,2511.01207733154,956.762596514786,531.519089327677,6,1,1,1,NaN,142.276048660278
15-09-2026,2518.39399337769,956.762596514786,531.519089327677,6,1,1,1,NaN,149.657964706421
15-09-2026,2527.56810188293,950.287789544359,531.519089327677,6,1,1,1,NaN,158.83207321167
15-09-2026,2535.02702713013,943.812982573931,533.361552781762,6,1,1,1,NaN,166.290998458862
15-09-2026,2544.01302337646,943.812982573931,535.182592242195,6,1,1,1,NaN,175.2769947052
15-09-2026,2551.74994468689,943.812982573931,537.003631702628,6,1,1,1,NaN,183.013916015625
15-09-2026,2561.10906600952,943.812982573931,538.82467116306,6,1,1,1,NaN,192.373037338257
15-09-2026,2568.35412979126,943.812982573931,540.645710623493,6,1,1,1,NaN,199.618101119995
15-09-2026,2577.46911048889,947.050386059145,551.593371379742,6,1,1,1,NaN,208.733081817627
15-09-2026,2584.99097824097,950.287789544359,557.05648976104,6,1,1,1,NaN,216.254949569702
15-09-2026,2594.01512145996,953.525193029572,569.825189977721,6,1,1,1,NaN,225.279092788696
15-09-2026,2601.75013542175,956.762596514786,580.751426740318,6,1,1,1,NaN,233.014106750488
