Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,RZ2Idx,MoveTime_ms
05-09-2026,2650.65097808838,960,549.772331919309,6,1,1,1,NaN,0
05-09-2026,2660.66694259644,960,549.772331919309,6,1,1,1,NaN,10.0159645080566
05-09-2026,2668.06888580322,960,549.772331919309,6,1,1,1,NaN,17.4179077148438
05-09-2026,2678.02691459656,960,549.772331919309,6,1,1,1,NaN,27.3759365081787
05-09-2026,2683.16197395325,960,549.772331919309,6,1,1,1,NaN,32.5109958648682
05-09-2026,2692.79193878174,960,549.772331919309,6,1,1,1,NaN,42.1409606933594
05-09-2026,2699.86486434937,960,551.593371379742,6,1,1,1,NaN,49.2138862609863
05-09-2026,2709.25092697144,960,551.593371379742,6,1,1,1,NaN,58.5999488830566
05-09-2026,2716.6268825531,960,553.414410840175,6,1,1,1,NaN,65.9759044647217
05-09-2026,2726.01103782654,960,555.235450300607,6,1,1,1,NaN,75.3600597381592
05-09-2026,2732.91301727295,960,557.05648976104,6,1,1,1,NaN,82.2620391845703
05-09-2026,2742.0768737793,960,558.877529221473,6,1,1,1,NaN,91.425895690918
05-09-2026,2749.47690963745,960,562.519608142338,6,1,1,1,NaN,98.8259315490723
05-09-2026,2758.65292549133,960,562.519608142338,6,1,1,1,NaN,108.001947402954
05-09-2026,2765.82193374634,960,566.183111056856,6,1,1,1,NaN,115.170955657959
05-09-2026,2775.13194084167,960,568.004150517289,6,1,1,1,NaN,124.480962753296
05-09-2026,2782.53602981567,960,569.825189977721,6,1,1,1,NaN,131.885051727295
05-09-2026,2791.86487197876,960,571.646229438154,6,1,1,1,NaN,141.213893890381
05-09-2026,2799.1840839386,960,571.646229438154,6,1,1,1,NaN,148.53310585022
05-09-2026,2808.42804908752,960,571.646229438154,6,1,1,1,NaN,157.777070999146
05-09-2026,2815.86098670959,960,571.646229438154,6,1,1,1,NaN,165.210008621216
05-09-2026,2825.01602172852,960,571.646229438154,6,1,1,1,NaN,174.365043640137
05-09-2026,2832.48805999756,960,571.646229438154,6,1,1,1,NaN,181.83708190918
05-09-2026,2841.6850566864,960,571.646229438154,6,1,1,1,NaN,191.034078598022
05-09-2026,2849.12395477295,960,571.646229438154,6,1,1,1,NaN,198.47297668457
05-09-2026,2858.16097259521,960,573.467268898587,6,1,1,1,NaN,207.509994506836
