Date,Time_ms,X_px,Y_px,Epoch,Block,TrialNumInBlock,Attempt,MoveTime_ms
03-09-2026,3352.02884674072,960,484.129215369121,6,1,1,1,0
03-09-2026,3361.50693893433,960,484.129215369121,6,1,1,1,9.47809219360352
03-09-2026,3368.2119846344,960,484.129215369121,6,1,1,1,16.1831378936768
03-09-2026,3377.57587432861,960,484.129215369121,6,1,1,1,25.5470275878906
03-09-2026,3384.69982147217,960,484.129215369121,6,1,1,1,32.6709747314453
03-09-2026,3393.86701583862,960,484.129215369121,6,1,1,1,41.8381690979004
03-09-2026,3401.29780769348,960,484.129215369121,6,1,1,1,49.2689609527588
03-09-2026,3410.56180000305,960,484.129215369121,6,1,1,1,58.5329532623291
03-09-2026,3417.97089576721,960,484.129215369121,6,1,1,1,65.9420490264893
03-09-2026,3427.14786529541,960,484.129215369121,6,1,1,1,75.1190185546875
03-09-2026,3434.6649646759,960,484.129215369121,6,1,1,1,82.6361179351807
03-09-2026,3443.74299049377,960,484.129215369121,6,1,1,1,91.7141437530518
03-09-2026,3451.34687423706,960,484.129215369121,6,1,1,1,99.3180274963379
03-09-2026,3460.47186851501,960,484.129215369121,6,1,1,1,108.443021774292
03-09-2026,3468.00684928894,960,484.129215369121,6,1,1,1,115.978002548218
03-09-2026,3477.35190391541,960,484.129215369121,6,1,1,1,125.323057174683
03-09-2026,3484.57980155945,960,484.129215369121,6,1,1,1,132.550954818726
03-09-2026,3493.82185935974,960,484.129215369121,6,1,1,1,141.793012619019
03-09-2026,3501.33490562439,960,484.129215369121,6,1,1,1,149.306058883667
03-09-2026,3510.56480407715,960,484.129215369121,6,1,1,1,158.535957336426
03-09-2026,3518.00990104675,960,485.950254829554,6,1,1,1,165.98105430603
03-09-2026,3527.11582183838,960,487.771294289987,6,1,1,1,175.086975097656
03-09-2026,3534.68489646912,960,489.59233375042,6,1,1,1,182.656049728394
03-09-2026,3543.79081726074,960,493.234412671285,6,1,1,1,191.76197052002
03-09-2026,3551.35798454285,960,495.055452131718,6,1,1,1,199.329137802124
03-09-2026,3560.50300598145,960,496.876491592151,6,1,1,1,208.474159240723
03-09-2026,3568.06993484497,960,496.876491592151,6,1,1,1,216.041088104248
03-09-2026,3577.38184928894,960,498.697531052583,6,1,1,1,225.353002548218
03-09-2026,3584.80381965637,960,498.697531052583,6,1,1,1,232.774972915649
03-09-2026,3594.15602684021,956.762596514786,498.697531052583,6,1,1,1,242.127180099487
03-09-2026,3601.40895843506,911.400860621967,498.697531052583,6,1,1,1,249.380111694336
03-09-2026,3610.68201065063,911.400860621967,498.697531052583,6,1,1,1,258.653163909912
03-09-2026,3618.06392669678,869.238441114536,496.876491592151,7,1,1,1,266.035079956055
03-09-2026,3627.28095054626,830.351512192145,496.876491592151,7,1,1,1,275.252103805542
03-09-2026,3635.08582115173,801.176793725394,496.876491592151,7,1,1,1,283.056974411011
03-09-2026,3644.35195922852,801.176793725394,498.697531052583,7,1,1,1,292.323112487793
03-09-2026,3651.73482894897,778.476882229072,498.697531052583,7,1,1,1,299.705982208252
03-09-2026,3660.91299057007,749.302163762322,498.697531052583,7,1,1,1,308.884143829346
03-09-2026,3668.03979873657,716.890041810358,498.697531052583,7,1,1,1,316.01095199585
03-09-2026,3677.22296714783,687.715323343608,496.876491592151,7,1,1,1,325.194120407104
03-09-2026,3684.72194671631,681.24051637318,495.055452131718,7,1,1,1,332.693099975586
03-09-2026,3693.84598731995,661.778008362072,493.234412671285,7,1,1,1,341.817140579224
03-09-2026,3701.39098167419,661.778008362072,491.413373210852,7,1,1,1,349.362134933472
03-09-2026,3710.54482460022,658.540604876858,487.771294289987,7,1,1,1,358.515977859497
03-09-2026,3718.04285049438,652.06579790643,485.950254829554,7,1,1,1,366.014003753662
03-09-2026,3727.20694541931,648.828394421216,484.129215369121,7,1,1,1,375.178098678589
03-09-2026,3734.71999168396,645.590990936003,482.286751915036,7,1,1,1,382.691144943237
03-09-2026,3743.89481544495,642.353587450789,482.286751915036,7,1,1,1,391.865968704224
03-09-2026,3751.2378692627,639.078096865749,480.465712454604,7,1,1,1,399.209022521973
03-09-2026,3760.56480407715,635.840693380535,478.644672994171,7,1,1,1,408.535957336426
03-09-2026,3768.03088188171,629.365886410108,476.823633533738,7,1,1,1,416.002035140991
03-09-2026,3777.39500999451,616.416272469253,473.181554612873,7,1,1,1,425.366163253784
03-09-2026,3784.70492362976,613.178868984039,471.36051515244,7,1,1,1,432.676076889038
03-09-2026,3793.95699501038,606.665974913785,471.36051515244,7,1,1,1,441.928148269653
03-09-2026,3801.39493942261,603.428571428571,471.36051515244,7,1,1,1,449.366092681885
03-09-2026,3810.54401397705,603.428571428571,469.539475692007,7,1,1,1,458.515167236328
03-09-2026,3820.40596008301,600.191167943358,467.718436231574,8,1,1,1,468.377113342285
03-09-2026,3831.56180381775,600.191167943358,467.718436231574,8,1,1,1,479.532957077026
03-09-2026,3836.36093139648,596.953764458144,467.718436231574,8,1,1,1,484.332084655762
03-09-2026,3847.51081466675,596.953764458144,465.87597277749,8,1,1,1,495.481967926025
03-09-2026,3853.21593284607,596.953764458144,464.054933317057,8,1,1,1,501.187086105347
03-09-2026,3863.52181434631,593.71636097293,464.054933317057,8,1,1,1,511.492967605591
03-09-2026,3868.77179145813,593.71636097293,460.412854396191,8,1,1,1,516.742944717407
03-09-2026,3878.62086296082,590.478957487716,460.412854396191,8,1,1,1,526.592016220093
03-09-2026,3885.42699813843,590.478957487716,460.412854396191,8,1,1,1,533.398151397705
03-09-2026,3895.02191543579,590.478957487716,458.591814935759,8,1,1,1,542.993068695068
03-09-2026,8934.02600288391,960,475.002594073305,6,1,2,1,0
03-09-2026,8943.11881065369,960,475.002594073305,6,1,2,1,9.09280776977539
03-09-2026,8950.63900947571,960,475.002594073305,6,1,2,1,16.6130065917969
03-09-2026,8959.84482765198,960,475.002594073305,6,1,2,1,25.8188247680664
03-09-2026,8967.18883514404,960,475.002594073305,6,1,2,1,33.1628322601318
03-09-2026,8976.1688709259,960,475.002594073305,6,1,2,1,42.1428680419922
03-09-2026,8983.85095596313,960,475.002594073305,6,1,2,1,49.8249530792236
03-09-2026,8992.89083480835,960,475.002594073305,6,1,2,1,58.8648319244385
03-09-2026,9000.65088272095,960,475.002594073305,6,1,2,1,66.6248798370361
03-09-2026,9009.94491577148,960,475.002594073305,6,1,2,1,75.9189128875732
03-09-2026,9017.30585098267,960,475.002594073305,6,1,2,1,83.2798480987549
03-09-2026,9026.62396430969,960,475.002594073305,6,1,2,1,92.5979614257812
03-09-2026,9033.9469909668,960,475.002594073305,6,1,2,1,99.9209880828857
03-09-2026,9043.10584068298,960,475.002594073305,6,1,2,1,109.079837799072
03-09-2026,9050.64988136292,960,475.002594073305,6,1,2,1,116.623878479004
03-09-2026,9059.93986129761,960,475.002594073305,6,1,2,1,125.913858413696
03-09-2026,9067.31295585632,960,475.002594073305,6,1,2,1,133.286952972412
03-09-2026,9076.45201683044,960,475.002594073305,6,1,2,1,142.426013946533
03-09-2026,9083.94479751587,960,475.002594073305,6,1,2,1,149.918794631958
03-09-2026,9093.20902824402,960,476.823633533738,6,1,2,1,159.183025360107
03-09-2026,9100.60691833496,960,476.823633533738,6,1,2,1,166.58091545105
03-09-2026,9109.76696014404,960,476.823633533738,6,1,2,1,175.740957260132
03-09-2026,9117.29502677917,960,476.823633533738,6,1,2,1,183.269023895264
03-09-2026,9126.54089927673,960,476.823633533738,6,1,2,1,192.514896392822
03-09-2026,9134.07397270203,960,478.644672994171,6,1,2,1,200.047969818115
03-09-2026,9143.41402053833,960,478.644672994171,6,1,2,1,209.388017654419
03-09-2026,9150.67100524902,960,478.644672994171,6,1,2,1,216.645002365112
03-09-2026,9160.01892089844,960,480.465712454604,6,1,2,1,225.992918014526
03-09-2026,9167.23799705505,960,480.465712454604,6,1,2,1,233.211994171143
03-09-2026,9176.45382881165,960,482.286751915036,6,1,2,1,242.427825927734
03-09-2026,9183.97283554077,960,482.286751915036,6,1,2,1,249.94683265686
03-09-2026,9193.24994087219,960,484.129215369121,6,1,2,1,259.223937988281
03-09-2026,9200.514793396,960,484.129215369121,6,1,2,1,266.488790512085
03-09-2026,9209.75995063782,960,509.645191808832,6,1,2,1,275.733947753906
03-09-2026,9217.2839641571,960,531.519089327677,6,1,2,1,283.257961273193
03-09-2026,9226.45783424377,960,557.05648976104,6,1,2,1,292.431831359863
03-09-2026,9234.02094841003,960,582.593890194403,6,1,2,1,299.994945526123
03-09-2026,9243.25799942017,960,608.109866634114,6,1,2,1,309.231996536255
03-09-2026,9250.50687789917,960,608.109866634114,6,1,2,1,316.480875015259
03-09-2026,9259.74082946777,960,633.647267067476,6,1,2,1,325.714826583862
03-09-2026,9267.27199554443,960,659.163243507187,7,1,2,1,333.245992660522
03-09-2026,9276.36289596558,960,681.058565019684,7,1,2,1,342.336893081665
03-09-2026,9283.99682044983,960,701.111423078097,7,1,2,1,349.970817565918
03-09-2026,9293.34402084351,960,722.985320596942,7,1,2,1,359.318017959595
03-09-2026,9300.56881904602,960,741.217139194922,7,1,2,1,366.542816162109
03-09-2026,9309.60893630981,960,752.16479995117,7,1,2,1,375.582933425903
03-09-2026,9317.34180450439,960,764.933500167852,7,1,2,1,383.315801620483
03-09-2026,9326.40600204468,960,775.859736930448,7,1,2,1,392.379999160767
03-09-2026,9334.00702476501,960,786.807397686697,7,1,2,1,399.981021881104
03-09-2026,9343.23787689209,960,799.576097903378,7,1,2,1,409.211874008179
03-09-2026,9350.55589675903,960,810.523758659627,7,1,2,1,416.529893875122
03-09-2026,9359.47895050049,960,815.986877040925,7,1,2,1,425.452947616577
03-09-2026,9367.34080314636,960,830.57661671804,7,1,2,1,433.314800262451
03-09-2026,9376.39689445496,960,834.218695638905,7,1,2,1,442.370891571045
03-09-2026,9383.99600982666,960,837.860774559771,7,1,2,1,449.970006942749
03-09-2026,9393.09501647949,960,845.166356395154,7,1,2,1,459.069013595581
03-09-2026,9400.63881874084,960,845.166356395154,7,1,2,1,466.612815856934
03-09-2026,9409.91902351379,960,850.629474776452,7,1,2,1,475.893020629883
03-09-2026,9417.37294197083,960,850.629474776452,7,1,2,1,483.346939086914
03-09-2026,9426.71489715576,960,850.629474776452,7,1,2,1,492.688894271851
03-09-2026,9433.96687507629,960,850.629474776452,7,1,2,1,499.940872192383
03-09-2026,9443.06802749634,960,850.629474776452,7,1,2,1,509.042024612427
03-09-2026,9451.15399360657,960,850.629474776452,7,1,2,1,517.127990722656
03-09-2026,9460.35981178284,960,850.629474776452,7,1,2,1,526.333808898926
03-09-2026,9467.52882003784,960,850.629474776452,7,1,2,1,533.502817153931
03-09-2026,9476.94897651672,960,850.629474776452,7,1,2,1,542.922973632812
03-09-2026,9484.02190208435,960,850.629474776452,7,1,2,1,549.995899200439
03-09-2026,9492.99883842468,960,852.450514236885,7,1,2,1,558.972835540771
03-09-2026,9500.65994262695,960,852.450514236885,7,1,2,1,566.633939743042
03-09-2026,9509.81783866882,960,852.450514236885,7,1,2,1,575.791835784912
03-09-2026,9517.33684539795,960,852.450514236885,7,1,2,1,583.310842514038
03-09-2026,9526.45802497864,960,852.450514236885,7,1,2,1,592.432022094727
03-09-2026,9533.9789390564,960,852.450514236885,7,1,2,1,599.952936172485
03-09-2026,9542.95897483826,960,852.450514236885,7,1,2,1,608.932971954346
03-09-2026,9550.64702033997,960,852.450514236885,7,1,2,1,616.621017456055
03-09-2026,9559.90195274353,960,852.450514236885,7,1,2,1,625.875949859619
03-09-2026,9567.32702255249,960,852.450514236885,7,1,2,1,633.301019668579
03-09-2026,9576.55096054077,960,852.450514236885,7,1,2,1,642.52495765686
03-09-2026,9583.96792411804,960,852.450514236885,7,1,2,1,649.941921234131
03-09-2026,9593.10388565063,960,852.450514236885,7,1,2,1,659.077882766724
03-09-2026,9600.64387321472,960,852.450514236885,7,1,2,1,666.617870330811
03-09-2026,9609.74287986755,960,852.450514236885,7,1,2,1,675.716876983643
03-09-2026,9617.32888221741,960,852.450514236885,7,1,2,1,683.302879333496
03-09-2026,9626.39284133911,960,852.450514236885,7,1,2,1,692.3668384552
03-09-2026,9633.98098945618,960,852.450514236885,7,1,2,1,699.954986572266
03-09-2026,9642.9979801178,960,854.271553697317,7,1,2,1,708.971977233887
03-09-2026,9650.64787864685,960,856.09259315775,7,1,2,1,716.621875762939
03-09-2026,9659.71684455872,960,859.756096072268,7,1,2,1,725.690841674805
03-09-2026,9667.3059463501,960,863.398174993133,7,1,2,1,733.279943466187
03-09-2026,9676.35202407837,960,868.861293374432,7,1,2,1,742.326021194458
03-09-2026,9685.82081794739,960,872.503372295297,8,1,2,1,751.794815063477
03-09-2026,9694.96989250183,960,883.451033051546,8,1,2,1,760.94388961792
03-09-2026,9700.65689086914,960,887.093111972411,8,1,2,1,766.630887985229
03-09-2026,9709.86294746399,960,898.04077272866,8,1,2,1,775.836944580078
03-09-2026,9717.32687950134,960,901.682851649525,8,1,2,1,783.300876617432
03-09-2026,9726.44400596619,960,905.324930570391,8,1,2,1,792.418003082275
03-09-2026,9733.98184776306,960,908.988433484909,8,1,2,1,799.95584487915
