Date,Block,TrialNumInBlock,StimulusGroup,BarSizeVA_deg,DecisionTime_s,ExecutionTime_s,TotalTime_s,IsCorrect,ErrorType,DirectionChosen,DirectionCorrect,PlannedDirection,ChosenTarget,PrevTrialCorrect,PrevTrialDirection,Attempt,NumCategories,SessionMode
14-09-2026,1,1,ShortGroup,5.00,0.4507,0.9169,1.3676,1,0,Down_270,Down_270,Down_270,1,0,None,1,2,alternate
14-09-2026,1,2,ShortGroup,5.10,0.3510,0.1834,0.5344,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1,2,alternate
14-09-2026,1,3,ShortGroup,4.70,0.2675,0.0849,0.3524,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1,2,alternate
14-09-2026,1,4,LongGroup,7.60,0.1844,0.3331,0.5175,1,0,Up_90,Up_90,Up_90,3,1,Down_270,1,2,alternate
14-09-2026,1,5,LongGroup,6.10,0.2674,0.1001,0.3675,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,2,alternate
14-09-2026,1,6,ShortGroup,5.00,0.2677,0.0499,0.3176,1,0,Left_180,Left_180,Left_180,1,1,Down_270,1,2,alternate
14-09-2026,1,7,ShortGroup,4.10,0.3675,0.3668,0.7342,1,0,Up_90,Up_90,Up_90,1,1,Left_180,1,2,alternate
14-09-2026,1,8,LongGroup,6.00,0.4349,0.4325,0.8675,0,2,Right_0,Down_270,Down_270,1,1,Up_90,1,2,alternate
14-09-2026,1,9,LongGroup,6.70,0.3341,0.1167,0.4509,1,0,Up_90,Up_90,Up_90,3,0,Right_0,1,2,alternate
14-09-2026,1,10,ShortGroup,4.70,0.2509,0.6834,0.9342,0,2,Left_180,Up_90,Up_90,3,1,Up_90,1,2,alternate
14-09-2026,1,11,ShortGroup,4.10,0.3674,0.1836,0.5509,1,0,Down_270,Down_270,Down_270,1,0,Left_180,1,2,alternate
14-09-2026,1,12,LongGroup,7.60,0.2508,0.0168,0.2676,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1,2,alternate
14-09-2026,1,13,LongGroup,7.80,0.2175,0.0668,0.2843,1,0,Left_180,Left_180,Left_180,3,1,Left_180,1,2,alternate
14-09-2026,1,14,ShortGroup,4.70,0.2675,0.1167,0.3842,1,0,Left_180,Left_180,Left_180,1,1,Left_180,1,2,alternate
14-09-2026,1,15,LongGroup,7.00,0.2175,0.2833,0.5008,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1,2,alternate
14-09-2026,1,16,ShortGroup,5.70,0.2509,0.0501,0.3009,1,0,Down_270,Down_270,Down_270,1,1,Up_90,1,2,alternate
14-09-2026,1,17,LongGroup,6.70,0.2674,0.0835,0.3509,1,0,Down_270,Down_270,Down_270,3,1,Down_270,1,2,alternate
14-09-2026,1,18,LongGroup,6.70,0.2342,0.0667,0.3009,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1,2,alternate
14-09-2026,1,19,ShortGroup,4.00,0.3008,0.1500,0.4509,1,0,Down_270,Down_270,Down_270,1,1,Left_180,1,2,alternate
14-09-2026,1,20,LongGroup,6.00,0.2675,0.0501,0.3176,0,2,Down_270,Up_90,Up_90,1,1,Down_270,1,2,alternate
14-09-2026,1,21,LongGroup,7.80,0.2008,0.0666,0.2675,1,0,Down_270,Down_270,Down_270,3,0,Down_270,1,2,alternate
14-09-2026,1,22,LongGroup,7.00,0.2342,0.1333,0.3675,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1,2,alternate
14-09-2026,1,23,ShortGroup,4.10,0.4841,0.1334,0.6175,1,0,Right_0,Right_0,Right_0,1,1,Left_180,1,2,alternate
14-09-2026,1,24,LongGroup,6.70,0.3508,0.1333,0.4841,0,2,Left_180,Right_0,Right_0,1,1,Right_0,1,2,alternate
14-09-2026,1,25,ShortGroup,5.10,0.2508,1.1667,1.4176,1,0,Left_180,Left_180,Left_180,1,0,Left_180,1,2,alternate
14-09-2026,1,26,LongGroup,6.10,0.4177,0.3498,0.7675,0,2,Right_0,Left_180,Left_180,1,1,Left_180,1,2,alternate
14-09-2026,1,27,LongGroup,7.80,0.3342,0.0502,0.3844,1,0,Right_0,Right_0,Right_0,3,0,Right_0,1,2,alternate
14-09-2026,1,28,ShortGroup,5.00,0.3676,0.1833,0.5509,1,0,Up_90,Up_90,Up_90,1,1,Right_0,1,2,alternate
14-09-2026,1,29,LongGroup,7.00,0.3175,0.0668,0.3843,1,0,Right_0,Right_0,Right_0,3,1,Up_90,1,2,alternate
14-09-2026,1,30,LongGroup,6.00,0.3175,0.9167,1.2342,1,0,Left_180,Left_180,Left_180,3,1,Right_0,1,2,alternate
14-09-2026,1,31,LongGroup,6.10,0.2508,0.1167,0.3675,0,2,Down_270,Right_0,Right_0,1,1,Left_180,1,2,alternate
14-09-2026,1,32,LongGroup,7.60,0.3675,0.0668,0.4342,1,0,Right_0,Right_0,Right_0,3,0,Down_270,1,2,alternate
14-09-2026,1,33,ShortGroup,5.70,0.3176,0.3500,0.6675,1,0,Right_0,Right_0,Right_0,1,1,Right_0,1,2,alternate
14-09-2026,1,34,ShortGroup,4.00,0.2842,0.0500,0.3341,1,0,Left_180,Left_180,Left_180,1,1,Right_0,1,2,alternate
14-09-2026,1,35,LongGroup,7.00,0.2342,0.3339,0.5680,1,0,Down_270,Down_270,Down_270,3,1,Left_180,1,2,alternate
14-09-2026,1,36,ShortGroup,5.70,0.3175,0.1667,0.4842,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1,2,alternate
14-09-2026,1,37,LongGroup,7.60,0.2675,0.0834,0.3509,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,2,alternate
14-09-2026,1,38,ShortGroup,4.10,0.3175,0.0833,0.4009,1,0,Left_180,Left_180,Left_180,1,1,Down_270,1,2,alternate
14-09-2026,1,39,LongGroup,6.10,0.3007,0.9167,1.2174,0,2,Down_270,Up_90,Up_90,1,1,Left_180,1,2,alternate
14-09-2026,1,40,ShortGroup,4.70,0.2675,0.0834,0.3509,0,2,Left_180,Right_0,Right_0,3,0,Down_270,1,2,alternate
14-09-2026,1,41,ShortGroup,4.00,0.4008,0.1334,0.5343,1,0,Up_90,Up_90,Up_90,1,0,Left_180,1,2,alternate
14-09-2026,1,42,ShortGroup,5.70,0.2842,0.3001,0.5842,1,0,Left_180,Left_180,Left_180,1,1,Up_90,1,2,alternate
14-09-2026,1,43,ShortGroup,5.10,0.2508,0.1334,0.3842,1,0,Down_270,Down_270,Down_270,1,1,Left_180,1,2,alternate
14-09-2026,1,44,ShortGroup,4.00,0.5508,0.2167,0.7675,1,0,Right_0,Right_0,Right_0,1,1,Down_270,1,2,alternate
14-09-2026,1,45,ShortGroup,5.10,0.3342,0.4333,0.7675,1,0,Up_90,Up_90,Up_90,1,1,Right_0,1,2,alternate
14-09-2026,1,46,LongGroup,7.80,0.3342,0.1001,0.4342,1,0,Up_90,Up_90,Up_90,3,1,Up_90,1,2,alternate
14-09-2026,1,47,ShortGroup,5.00,0.4341,1.0332,1.4674,1,0,Right_0,Right_0,Right_0,1,1,Up_90,1,2,alternate
14-09-2026,1,48,LongGroup,6.00,0.2842,0.5501,0.8342,0,2,Left_180,Right_0,Right_0,1,1,Right_0,1,2,alternate
14-09-2026,2,1,ShortGroup,4.70,0.3676,1.3166,1.6842,0,2,Down_270,Left_180,Left_180,2,0,Left_180,1,3,alternate
14-09-2026,2,2,MidGroup,6.10,0.3009,0.4667,0.7676,1,0,Up_90,Up_90,Up_90,2,0,Down_270,1,3,alternate
14-09-2026,2,3,ShortGroup,4.70,0.3509,0.4000,0.7509,0,2,Up_90,Down_270,Down_270,2,1,Up_90,1,3,alternate
14-09-2026,2,4,LongGroup,7.60,0.3007,0.1667,0.4674,1,0,Down_270,Down_270,Down_270,3,0,Up_90,1,3,alternate
14-09-2026,2,5,MidGroup,6.10,0.4175,0.5167,0.9342,1,0,Right_0,Right_0,Right_0,2,1,Down_270,1,3,alternate
14-09-2026,2,6,MidGroup,5.10,0.2508,0.4167,0.6675,1,0,Down_270,Down_270,Down_270,2,1,Right_0,1,3,alternate
14-09-2026,2,7,LongGroup,7.00,0.2842,0.0334,0.3175,1,0,Left_180,Left_180,Left_180,3,1,Down_270,1,3,alternate
14-09-2026,2,8,MidGroup,5.70,0.2342,0.1167,0.3509,1,0,Left_180,Left_180,Left_180,2,1,Left_180,1,3,alternate
14-09-2026,2,9,ShortGroup,4.00,0.6008,0.1667,0.7675,1,0,Right_0,Right_0,Right_0,1,1,Left_180,1,3,alternate
14-09-2026,2,10,MidGroup,5.70,0.3509,0.2999,0.6508,1,0,Up_90,Up_90,Up_90,2,1,Right_0,1,3,alternate
14-09-2026,2,11,ShortGroup,4.10,0.4841,0.0668,0.5509,1,0,Right_0,Right_0,Right_0,1,1,Up_90,1,3,alternate
14-09-2026,2,12,ShortGroup,4.10,0.3841,0.1667,0.5508,1,0,Down_270,Down_270,Down_270,1,1,Right_0,1,3,alternate
14-09-2026,2,13,MidGroup,6.10,0.3175,0.0834,0.4009,1,0,Down_270,Down_270,Down_270,2,1,Down_270,1,3,alternate
14-09-2026,2,14,ShortGroup,5.00,0.3008,0.0666,0.3674,0,2,Down_270,Right_0,Right_0,2,1,Down_270,1,3,alternate
14-09-2026,2,15,ShortGroup,4.10,0.2675,0.0501,0.3176,1,0,Left_180,Left_180,Left_180,1,0,Down_270,1,3,alternate
14-09-2026,2,16,LongGroup,7.00,0.3342,0.1166,0.4508,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1,3,alternate
14-09-2026,2,17,MidGroup,6.00,0.2842,0.7836,1.0677,1,0,Down_270,Down_270,Down_270,2,1,Up_90,1,3,alternate
14-09-2026,2,18,MidGroup,5.10,0.3842,0.1500,0.5342,1,0,Up_90,Up_90,Up_90,2,1,Down_270,1,3,alternate
14-09-2026,2,19,LongGroup,6.70,0.3507,0.1167,0.4674,1,0,Up_90,Up_90,Up_90,3,1,Up_90,1,3,alternate
14-09-2026,2,20,LongGroup,7.00,0.3675,0.0667,0.4342,1,0,Right_0,Right_0,Right_0,3,1,Up_90,1,3,alternate
14-09-2026,2,21,ShortGroup,4.00,0.3009,0.1001,0.4010,1,0,Left_180,Left_180,Left_180,1,1,Right_0,1,3,alternate
14-09-2026,2,22,ShortGroup,4.70,0.3677,0.5499,0.9175,0,2,Up_90,Right_0,Right_0,2,1,Left_180,1,3,alternate
14-09-2026,2,23,ShortGroup,5.00,0.2841,0.5339,0.8180,0,2,Left_180,Up_90,Up_90,2,0,Up_90,1,3,alternate
14-09-2026,2,24,LongGroup,6.70,0.3008,0.0500,0.3509,1,0,Right_0,Right_0,Right_0,3,0,Left_180,1,3,alternate
14-09-2026,2,25,ShortGroup,4.70,0.3341,0.2168,0.5509,0,2,Right_0,Up_90,Up_90,2,1,Right_0,1,3,alternate
14-09-2026,2,26,LongGroup,7.80,0.2675,0.0333,0.3008,1,0,Left_180,Left_180,Left_180,3,0,Right_0,1,3,alternate
14-09-2026,2,27,ShortGroup,5.00,0.3175,0.3333,0.6509,0,2,Up_90,Down_270,Down_270,2,1,Left_180,1,3,alternate
14-09-2026,2,28,MidGroup,6.00,0.3508,0.2167,0.5675,1,0,Up_90,Up_90,Up_90,2,0,Up_90,1,3,alternate
14-09-2026,2,29,MidGroup,5.70,0.3177,0.0998,0.4176,1,0,Right_0,Right_0,Right_0,2,1,Up_90,1,3,alternate
14-09-2026,2,30,LongGroup,7.60,0.3175,0.0334,0.3509,1,0,Left_180,Left_180,Left_180,3,1,Right_0,1,3,alternate
14-09-2026,2,31,MidGroup,6.10,0.3008,0.7499,1.0508,0,2,Right_0,Left_180,Left_180,3,1,Left_180,1,3,alternate
14-09-2026,2,32,MidGroup,6.00,0.3175,0.1667,0.4842,1,0,Left_180,Left_180,Left_180,2,0,Right_0,1,3,alternate
14-09-2026,2,33,LongGroup,7.60,0.3008,0.3834,0.6842,1,0,Up_90,Up_90,Up_90,3,1,Left_180,1,3,alternate
14-09-2026,2,34,LongGroup,6.70,0.2675,0.1001,0.3676,1,0,Down_270,Down_270,Down_270,3,1,Up_90,1,3,alternate
14-09-2026,2,35,ShortGroup,4.00,0.4009,0.2000,0.6009,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1,3,alternate
14-09-2026,2,36,MidGroup,5.10,0.2508,0.2167,0.4675,1,0,Left_180,Left_180,Left_180,2,1,Up_90,1,3,alternate
14-09-2026,2,37,LongGroup,7.80,0.2676,0.1000,0.3676,1,0,Down_270,Down_270,Down_270,3,1,Left_180,1,3,alternate
14-09-2026,2,38,LongGroup,7.00,0.2509,0.1333,0.3842,1,0,Down_270,Down_270,Down_270,3,1,Down_270,1,3,alternate
14-09-2026,2,39,ShortGroup,4.00,0.3675,0.2833,0.6509,1,0,Down_270,Down_270,Down_270,1,1,Down_270,1,3,alternate
14-09-2026,2,40,ShortGroup,4.10,0.4509,0.2000,0.6509,1,0,Up_90,Up_90,Up_90,1,1,Down_270,1,3,alternate
14-09-2026,2,41,ShortGroup,5.00,0.4342,0.0834,0.5176,0,2,Right_0,Left_180,Left_180,2,1,Up_90,1,3,alternate
